DeviceID,SoftwareID,Version,InstalledDate,SourceSystem,ComplianceStatus
DEV-00421,SW001,2.5,2023-12-21,JAMF,Compliant
DEV-00421,SW005,15.4,2022-11-03,Intune,Compliant
DEV-00421,SW010,24.1,2022-12-26,JAMF,Compliant
DEV-00477,SW010,1.0,2025-05-17,Tanium,Compliant
DEV-00477,SW003,1.0,2024-11-05,Intune,Compliant
DEV-00477,SW005,24.1,2024-12-18,JAMF,Compliant
DEV-00477,SW002,2.5,2024-06-03,Intune,Compliant
DEV-00477,SW004,24.1,2024-05-17,Intune,Compliant
DEV-00477,SW007,8.0.421,2024-09-30,ServiceNow,Non-Compliant
DEV-00477,SW001,8.0.421,2024-07-06,Intune,Compliant
DEV-00453,SW006,8.0.421,2025-09-21,Intune,Compliant
DEV-00453,SW008,1.0,2025-06-24,JAMF,Compliant
DEV-00453,SW001,15.4,2026-04-23,Intune,Compliant
DEV-00453,SW003,2.5,2026-03-03,ServiceNow,Compliant
DEV-00345,SW008,2.5,2023-08-12,JAMF,Compliant
DEV-00345,SW002,2.5,2022-12-16,JAMF,Compliant
DEV-00345,SW003,1.0,2022-08-30,Tanium,Compliant
DEV-00345,SW010,8.0.421,2022-09-19,Intune,Compliant
DEV-00345,SW007,126.0,2023-09-23,Tanium,Non-Compliant
DEV-00345,SW001,2.5,2023-09-14,ServiceNow,Compliant
DEV-00345,SW006,126.0,2023-07-28,ServiceNow,Compliant
DEV-00457,SW007,1.0,2021-10-15,JAMF,Non-Compliant
DEV-00457,SW005,8.0.421,2022-02-01,JAMF,Compliant
DEV-00457,SW003,1.0,2022-09-27,JAMF,Compliant
DEV-00457,SW004,15.4,2022-02-27,Tanium,Compliant
DEV-00457,SW002,1.0,2022-10-04,Tanium,Compliant
DEV-00457,SW006,1.0,2022-07-02,Tanium,Compliant
DEV-00457,SW009,8.0.421,2021-08-24,ServiceNow,Non-Compliant
DEV-00096,SW010,126.0,2023-10-08,ServiceNow,Compliant
DEV-00096,SW008,1.0,2024-08-12,ServiceNow,Compliant
DEV-00096,SW009,126.0,2023-12-24,Tanium,Non-Compliant
DEV-00096,SW007,126.0,2024-10-31,ServiceNow,Non-Compliant
DEV-00096,SW002,1.0,2024-04-25,Tanium,Compliant
DEV-00009,SW005,1.0,2023-12-08,Tanium,Compliant
DEV-00009,SW009,15.4,2024-04-07,JAMF,Non-Compliant
DEV-00009,SW008,1.0,2023-12-22,Tanium,Compliant
DEV-00009,SW006,24.1,2023-04-20,Tanium,Compliant
DEV-00009,SW007,15.4,2024-05-12,ServiceNow,Non-Compliant
DEV-00009,SW010,8.0.421,2024-01-08,JAMF,Compliant
DEV-00009,SW002,15.4,2024-06-20,ServiceNow,Compliant
DEV-00368,SW006,24.1,2024-02-02,JAMF,Compliant
DEV-00368,SW004,15.4,2023-08-30,ServiceNow,Compliant
DEV-00368,SW001,8.0.421,2024-08-21,Intune,Compliant
DEV-00368,SW002,15.4,2024-11-07,ServiceNow,Compliant
DEV-00367,SW005,24.1,2023-11-24,Tanium,Compliant
DEV-00367,SW004,126.0,2024-11-16,ServiceNow,Compliant
DEV-00367,SW002,24.1,2023-12-31,Tanium,Compliant
DEV-00367,SW007,15.4,2024-05-19,Tanium,Non-Compliant
DEV-00367,SW008,2.5,2024-08-03,Intune,Compliant
DEV-00367,SW001,24.1,2024-10-20,Tanium,Compliant
DEV-00367,SW006,15.4,2024-11-14,Intune,Compliant
DEV-00222,SW005,8.0.421,2024-04-21,Tanium,Compliant
DEV-00222,SW008,8.0.421,2023-10-18,Tanium,Compliant
DEV-00222,SW006,24.1,2024-07-05,ServiceNow,Compliant
DEV-00222,SW009,1.0,2024-07-30,Tanium,Non-Compliant
DEV-00222,SW004,2.5,2024-06-07,JAMF,Compliant
DEV-00222,SW001,2.5,2024-01-13,JAMF,Compliant
DEV-00222,SW010,15.4,2024-06-01,JAMF,Compliant
DEV-00319,SW010,2.5,2023-10-15,Tanium,Compliant
DEV-00319,SW008,2.5,2024-08-20,Tanium,Compliant
DEV-00319,SW007,15.4,2023-09-09,JAMF,Non-Compliant
DEV-00319,SW002,1.0,2023-10-02,JAMF,Compliant
DEV-00068,SW007,8.0.421,2021-12-10,ServiceNow,Non-Compliant
DEV-00068,SW009,1.0,2022-01-01,JAMF,Non-Compliant
DEV-00068,SW008,126.0,2021-07-17,ServiceNow,Compliant
DEV-00068,SW006,8.0.421,2021-11-29,Tanium,Compliant
DEV-00068,SW005,126.0,2021-11-09,JAMF,Compliant
DEV-00068,SW004,8.0.421,2021-07-06,JAMF,Compliant
DEV-00068,SW002,2.5,2022-03-07,Intune,Compliant
DEV-00068,SW001,1.0,2021-12-25,Tanium,Compliant
DEV-00496,SW010,24.1,2024-11-11,Intune,Compliant
DEV-00496,SW005,15.4,2024-05-18,ServiceNow,Compliant
DEV-00496,SW006,1.0,2024-09-17,Tanium,Compliant
DEV-00496,SW001,126.0,2025-01-17,Tanium,Compliant
DEV-00283,SW006,24.1,2023-11-27,Intune,Compliant
DEV-00283,SW001,24.1,2024-02-09,ServiceNow,Compliant
DEV-00283,SW010,126.0,2023-03-12,ServiceNow,Compliant
DEV-00283,SW002,2.5,2023-08-03,Tanium,Compliant
DEV-00283,SW008,15.4,2022-12-28,ServiceNow,Compliant
DEV-00283,SW004,126.0,2024-02-22,Tanium,Compliant
DEV-00283,SW007,126.0,2023-07-30,Tanium,Non-Compliant
DEV-00283,SW009,24.1,2023-06-23,JAMF,Non-Compliant
DEV-00085,SW006,126.0,2023-04-02,Tanium,Compliant
DEV-00085,SW008,24.1,2023-05-26,ServiceNow,Compliant
DEV-00085,SW003,8.0.421,2023-09-27,Tanium,Compliant
DEV-00085,SW009,24.1,2022-10-15,JAMF,Non-Compliant
DEV-00317,SW009,8.0.421,2026-04-25,ServiceNow,Non-Compliant
DEV-00317,SW008,24.1,2025-11-03,Tanium,Compliant
DEV-00317,SW004,15.4,2025-12-26,JAMF,Compliant
DEV-00317,SW001,15.4,2027-01-19,ServiceNow,Compliant
DEV-00317,SW006,15.4,2025-11-25,JAMF,Compliant
DEV-00317,SW010,8.0.421,2026-06-09,Intune,Compliant
DEV-00317,SW007,2.5,2026-12-28,Intune,Non-Compliant
DEV-00317,SW005,8.0.421,2025-12-25,Intune,Compliant
DEV-00252,SW005,15.4,2025-01-18,Intune,Compliant
DEV-00252,SW001,24.1,2024-05-30,JAMF,Compliant
DEV-00252,SW002,8.0.421,2024-03-21,Intune,Compliant
DEV-00252,SW010,15.4,2024-09-21,Intune,Compliant
DEV-00252,SW006,2.5,2024-11-27,Intune,Compliant
DEV-00252,SW009,1.0,2024-03-05,Intune,Non-Compliant
DEV-00252,SW004,126.0,2023-12-05,Tanium,Compliant
DEV-00083,SW009,2.5,2025-06-26,ServiceNow,Non-Compliant
DEV-00083,SW002,1.0,2026-05-03,Tanium,Compliant
DEV-00083,SW007,126.0,2026-04-24,JAMF,Non-Compliant
DEV-00083,SW004,8.0.421,2025-09-24,JAMF,Compliant
DEV-00083,SW010,2.5,2025-10-29,ServiceNow,Compliant
DEV-00083,SW005,1.0,2025-06-17,ServiceNow,Compliant
DEV-00170,SW010,126.0,2022-12-18,ServiceNow,Compliant
DEV-00170,SW004,8.0.421,2023-01-26,JAMF,Compliant
DEV-00170,SW003,8.0.421,2022-06-28,ServiceNow,Compliant
DEV-00170,SW005,126.0,2022-12-23,ServiceNow,Compliant
DEV-00110,SW003,15.4,2025-12-02,ServiceNow,Compliant
DEV-00110,SW007,15.4,2025-09-11,JAMF,Non-Compliant
DEV-00110,SW005,8.0.421,2025-08-25,JAMF,Compliant
DEV-00110,SW002,1.0,2026-07-18,ServiceNow,Compliant
DEV-00110,SW004,1.0,2026-04-18,Intune,Compliant
DEV-00110,SW008,24.1,2025-12-17,Tanium,Compliant
DEV-00296,SW006,15.4,2024-03-19,Tanium,Compliant
DEV-00296,SW009,15.4,2023-11-01,Intune,Non-Compliant
DEV-00296,SW003,8.0.421,2024-05-15,JAMF,Compliant
DEV-00296,SW007,24.1,2023-11-27,Tanium,Non-Compliant
DEV-00296,SW010,126.0,2024-03-31,Intune,Compliant
DEV-00296,SW004,8.0.421,2024-03-29,Tanium,Compliant
DEV-00296,SW002,15.4,2023-07-25,Intune,Compliant
DEV-00296,SW005,15.4,2023-10-02,Intune,Compliant
DEV-00270,SW002,15.4,2022-08-25,ServiceNow,Compliant
DEV-00270,SW001,126.0,2023-05-16,Intune,Compliant
DEV-00270,SW008,8.0.421,2023-08-31,Tanium,Compliant
DEV-00270,SW007,24.1,2022-07-20,JAMF,Non-Compliant
DEV-00490,SW004,126.0,2024-12-05,Intune,Compliant
DEV-00490,SW003,15.4,2025-02-23,JAMF,Compliant
DEV-00490,SW007,24.1,2025-05-30,Intune,Non-Compliant
DEV-00490,SW008,2.5,2025-03-20,Tanium,Compliant
DEV-00490,SW006,24.1,2025-06-10,JAMF,Compliant
DEV-00490,SW010,15.4,2024-07-22,JAMF,Compliant
DEV-00490,SW005,15.4,2024-11-12,Tanium,Compliant
DEV-00251,SW008,24.1,2022-10-05,Intune,Compliant
DEV-00251,SW001,1.0,2023-08-28,JAMF,Compliant
DEV-00251,SW010,126.0,2022-11-23,ServiceNow,Compliant
DEV-00251,SW003,8.0.421,2023-05-09,Intune,Compliant
DEV-00251,SW009,24.1,2023-06-10,Intune,Non-Compliant
DEV-00251,SW007,24.1,2022-08-30,Intune,Non-Compliant
DEV-00251,SW004,126.0,2023-08-15,Tanium,Compliant
DEV-00251,SW002,1.0,2023-07-01,Tanium,Compliant
DEV-00149,SW009,15.4,2023-05-12,Intune,Non-Compliant
DEV-00149,SW010,2.5,2024-01-02,JAMF,Compliant
DEV-00149,SW003,8.0.421,2022-11-03,JAMF,Compliant
DEV-00149,SW007,126.0,2023-11-19,ServiceNow,Non-Compliant
DEV-00149,SW008,15.4,2024-02-05,JAMF,Compliant
DEV-00149,SW006,24.1,2023-08-31,Tanium,Compliant
DEV-00149,SW004,1.0,2023-04-20,Tanium,Compliant
DEV-00401,SW001,15.4,2023-07-13,Intune,Compliant
DEV-00401,SW009,24.1,2023-12-11,JAMF,Non-Compliant
DEV-00401,SW008,1.0,2024-02-04,JAMF,Compliant
DEV-00401,SW010,24.1,2023-12-08,Tanium,Compliant
DEV-00401,SW003,15.4,2023-09-15,ServiceNow,Compliant
DEV-00401,SW006,126.0,2023-04-27,JAMF,Compliant
DEV-00401,SW007,2.5,2023-12-31,Intune,Non-Compliant
DEV-00116,SW001,15.4,2024-11-09,ServiceNow,Compliant
DEV-00116,SW010,8.0.421,2025-05-22,ServiceNow,Compliant
DEV-00116,SW009,15.4,2024-07-21,ServiceNow,Non-Compliant
DEV-00116,SW007,8.0.421,2024-12-10,Tanium,Non-Compliant
DEV-00116,SW005,8.0.421,2025-07-21,JAMF,Compliant
DEV-00116,SW003,2.5,2024-11-06,JAMF,Compliant
DEV-00228,SW001,126.0,2025-12-07,ServiceNow,Compliant
DEV-00228,SW007,126.0,2025-12-13,JAMF,Non-Compliant
DEV-00228,SW005,2.5,2026-04-16,Intune,Compliant
DEV-00228,SW002,8.0.421,2025-03-02,Tanium,Compliant
DEV-00228,SW003,126.0,2026-03-16,ServiceNow,Compliant
DEV-00228,SW004,1.0,2026-01-10,ServiceNow,Compliant
DEV-00228,SW009,15.4,2025-01-13,Tanium,Non-Compliant
DEV-00137,SW009,15.4,2023-04-08,Intune,Non-Compliant
DEV-00137,SW002,15.4,2023-01-25,Tanium,Compliant
DEV-00137,SW003,1.0,2023-03-24,JAMF,Compliant
DEV-00137,SW004,8.0.421,2023-06-28,Tanium,Compliant
DEV-00137,SW008,24.1,2022-06-09,Tanium,Compliant
DEV-00137,SW005,24.1,2022-07-12,JAMF,Compliant
DEV-00407,SW004,15.4,2025-10-13,Tanium,Compliant
DEV-00407,SW005,1.0,2025-08-01,Tanium,Compliant
DEV-00407,SW006,2.5,2024-10-26,Tanium,Compliant
DEV-00407,SW009,2.5,2025-08-28,ServiceNow,Non-Compliant
DEV-00039,SW007,8.0.421,2024-04-18,ServiceNow,Non-Compliant
DEV-00039,SW005,1.0,2024-06-12,ServiceNow,Compliant
DEV-00039,SW008,1.0,2023-08-26,Intune,Compliant
DEV-00039,SW010,24.1,2024-03-03,Tanium,Compliant
DEV-00039,SW006,24.1,2024-04-21,Intune,Compliant
DEV-00039,SW001,24.1,2023-07-05,JAMF,Compliant
DEV-00039,SW003,1.0,2024-05-18,Intune,Compliant
DEV-00352,SW009,15.4,2024-08-25,Tanium,Non-Compliant
DEV-00352,SW008,8.0.421,2025-10-21,Intune,Compliant
DEV-00352,SW006,24.1,2025-04-02,Tanium,Compliant
DEV-00352,SW002,2.5,2025-09-09,Tanium,Compliant
DEV-00352,SW004,15.4,2024-07-25,ServiceNow,Compliant
DEV-00197,SW008,126.0,2023-04-21,JAMF,Compliant
DEV-00197,SW002,1.0,2024-06-07,JAMF,Compliant
DEV-00197,SW009,1.0,2023-09-30,JAMF,Non-Compliant
DEV-00197,SW005,2.5,2023-08-26,Intune,Compliant
DEV-00402,SW003,1.0,2023-07-07,Tanium,Compliant
DEV-00402,SW009,126.0,2023-11-27,Tanium,Non-Compliant
DEV-00402,SW001,1.0,2023-05-28,ServiceNow,Compliant
DEV-00402,SW008,8.0.421,2023-07-17,Tanium,Compliant
DEV-00402,SW007,1.0,2022-12-23,JAMF,Non-Compliant
DEV-00329,SW007,2.5,2022-01-07,Tanium,Non-Compliant
DEV-00329,SW008,1.0,2022-10-27,Tanium,Compliant
DEV-00329,SW001,1.0,2022-10-17,JAMF,Compliant
DEV-00329,SW003,2.5,2022-01-04,Tanium,Compliant
DEV-00329,SW004,24.1,2022-08-06,JAMF,Compliant
DEV-00329,SW006,15.4,2021-06-22,Tanium,Compliant
DEV-00425,SW005,126.0,2025-06-07,JAMF,Compliant
DEV-00425,SW007,2.5,2025-07-04,Tanium,Non-Compliant
DEV-00425,SW002,2.5,2025-05-20,ServiceNow,Compliant
DEV-00425,SW009,2.5,2026-01-23,Intune,Non-Compliant
DEV-00425,SW006,1.0,2025-06-07,JAMF,Compliant
DEV-00425,SW010,15.4,2026-01-03,Intune,Compliant
DEV-00425,SW001,126.0,2026-01-29,Tanium,Compliant
DEV-00425,SW004,1.0,2025-09-13,ServiceNow,Compliant
DEV-00019,SW004,8.0.421,2025-01-18,ServiceNow,Compliant
DEV-00019,SW001,126.0,2024-06-26,JAMF,Compliant
DEV-00019,SW008,1.0,2025-06-03,Tanium,Compliant
DEV-00019,SW002,1.0,2024-07-10,JAMF,Compliant
DEV-00019,SW006,8.0.421,2024-05-27,ServiceNow,Compliant
DEV-00019,SW009,126.0,2025-02-15,JAMF,Non-Compliant
DEV-00275,SW002,15.4,2023-03-27,ServiceNow,Compliant
DEV-00275,SW005,2.5,2022-10-06,Tanium,Compliant
DEV-00275,SW009,24.1,2023-12-25,ServiceNow,Non-Compliant
DEV-00275,SW003,1.0,2023-01-13,Intune,Compliant
DEV-00275,SW006,1.0,2023-02-27,Intune,Compliant
DEV-00177,SW007,126.0,2023-05-03,Intune,Non-Compliant
DEV-00177,SW006,15.4,2023-05-22,Tanium,Compliant
DEV-00177,SW009,24.1,2023-07-20,Intune,Non-Compliant
DEV-00177,SW002,24.1,2023-12-14,Intune,Compliant
DEV-00177,SW005,24.1,2023-04-10,ServiceNow,Compliant
DEV-00177,SW010,24.1,2023-07-12,Intune,Compliant
DEV-00177,SW001,126.0,2023-12-26,JAMF,Compliant
DEV-00214,SW003,1.0,2025-06-26,Tanium,Compliant
DEV-00214,SW010,2.5,2024-07-20,Tanium,Compliant
DEV-00214,SW009,15.4,2025-06-07,Tanium,Non-Compliant
DEV-00214,SW005,1.0,2024-12-01,Intune,Compliant
DEV-00214,SW002,126.0,2024-08-09,JAMF,Compliant
DEV-00214,SW001,2.5,2024-09-27,ServiceNow,Compliant
DEV-00214,SW007,1.0,2024-11-21,ServiceNow,Non-Compliant
DEV-00214,SW004,126.0,2024-05-28,Tanium,Compliant
DEV-00446,SW007,24.1,2025-08-14,ServiceNow,Non-Compliant
DEV-00446,SW005,2.5,2024-10-28,Intune,Compliant
DEV-00446,SW002,2.5,2025-03-13,Intune,Compliant
DEV-00446,SW009,24.1,2025-11-27,Intune,Non-Compliant
DEV-00102,SW010,126.0,2026-05-31,Tanium,Compliant
DEV-00102,SW009,8.0.421,2025-12-06,ServiceNow,Non-Compliant
DEV-00102,SW008,15.4,2026-06-01,ServiceNow,Compliant
DEV-00102,SW001,15.4,2026-01-22,ServiceNow,Compliant
DEV-00102,SW002,15.4,2025-09-15,Intune,Compliant
DEV-00102,SW004,15.4,2025-10-20,Intune,Compliant
DEV-00074,SW002,15.4,2023-08-26,Tanium,Compliant
DEV-00074,SW003,15.4,2024-01-09,Intune,Compliant
DEV-00074,SW004,1.0,2023-05-27,Tanium,Compliant
DEV-00074,SW010,1.0,2024-08-12,ServiceNow,Compliant
DEV-00074,SW007,24.1,2023-06-29,Tanium,Non-Compliant
DEV-00395,SW007,126.0,2024-05-19,Intune,Non-Compliant
DEV-00395,SW004,1.0,2023-09-11,ServiceNow,Compliant
DEV-00395,SW010,2.5,2024-01-05,JAMF,Compliant
DEV-00395,SW005,126.0,2023-09-17,Tanium,Compliant
DEV-00395,SW006,8.0.421,2023-08-29,Tanium,Compliant
DEV-00395,SW003,24.1,2023-12-10,JAMF,Compliant
DEV-00395,SW009,15.4,2024-03-20,ServiceNow,Non-Compliant
DEV-00481,SW001,8.0.421,2026-06-30,ServiceNow,Compliant
DEV-00481,SW006,2.5,2025-08-17,JAMF,Compliant
DEV-00481,SW007,24.1,2025-06-24,Intune,Non-Compliant
DEV-00481,SW002,8.0.421,2025-11-18,JAMF,Compliant
DEV-00481,SW009,15.4,2026-05-10,Tanium,Non-Compliant
DEV-00339,SW009,8.0.421,2022-03-05,ServiceNow,Non-Compliant
DEV-00339,SW004,15.4,2022-05-24,Intune,Compliant
DEV-00339,SW002,126.0,2021-06-27,JAMF,Compliant
DEV-00339,SW006,2.5,2021-05-07,ServiceNow,Compliant
DEV-00339,SW010,24.1,2021-07-29,ServiceNow,Compliant
DEV-00339,SW001,15.4,2021-07-12,JAMF,Compliant
DEV-00117,SW008,126.0,2021-11-11,Tanium,Compliant
DEV-00117,SW006,126.0,2022-03-09,Intune,Compliant
DEV-00117,SW001,2.5,2022-09-02,Tanium,Compliant
DEV-00117,SW003,24.1,2022-03-27,Tanium,Compliant
DEV-00117,SW007,126.0,2022-06-27,JAMF,Non-Compliant
DEV-00117,SW002,126.0,2023-01-08,ServiceNow,Compliant
DEV-00117,SW005,2.5,2022-02-25,Intune,Compliant
DEV-00117,SW009,1.0,2022-06-02,ServiceNow,Non-Compliant
DEV-00061,SW005,15.4,2021-09-05,Intune,Compliant
DEV-00061,SW002,126.0,2022-06-29,Tanium,Compliant
DEV-00061,SW008,15.4,2021-08-14,JAMF,Compliant
DEV-00061,SW009,126.0,2022-04-25,Tanium,Non-Compliant
DEV-00061,SW010,8.0.421,2021-06-11,Tanium,Compliant
DEV-00061,SW006,8.0.421,2021-05-25,JAMF,Compliant
DEV-00061,SW003,126.0,2022-03-14,Tanium,Compliant
DEV-00075,SW002,1.0,2026-07-08,Intune,Compliant
DEV-00075,SW005,1.0,2026-08-05,Tanium,Compliant
DEV-00075,SW007,8.0.421,2026-01-24,ServiceNow,Non-Compliant
DEV-00075,SW008,15.4,2026-01-11,Tanium,Compliant
DEV-00075,SW001,2.5,2025-06-21,JAMF,Compliant
DEV-00447,SW002,15.4,2022-07-23,JAMF,Compliant
DEV-00447,SW004,126.0,2022-02-22,JAMF,Compliant
DEV-00447,SW003,24.1,2021-09-23,Intune,Compliant
DEV-00447,SW008,126.0,2021-10-09,ServiceNow,Compliant
DEV-00447,SW010,8.0.421,2022-04-15,Tanium,Compliant
DEV-00447,SW009,8.0.421,2022-04-03,ServiceNow,Non-Compliant
DEV-00266,SW004,1.0,2025-11-17,ServiceNow,Compliant
DEV-00266,SW006,2.5,2025-10-24,ServiceNow,Compliant
DEV-00266,SW007,8.0.421,2025-02-04,ServiceNow,Non-Compliant
DEV-00266,SW010,24.1,2025-12-05,Tanium,Compliant
DEV-00123,SW001,2.5,2021-10-30,Intune,Compliant
DEV-00123,SW008,2.5,2022-01-03,Tanium,Compliant
DEV-00123,SW009,126.0,2022-09-28,ServiceNow,Non-Compliant
DEV-00123,SW005,24.1,2022-02-05,ServiceNow,Compliant
DEV-00123,SW003,1.0,2022-01-27,Intune,Compliant
DEV-00123,SW007,24.1,2022-11-26,ServiceNow,Non-Compliant
DEV-00123,SW010,1.0,2022-08-13,Intune,Compliant
DEV-00485,SW007,2.5,2024-09-10,JAMF,Non-Compliant
DEV-00485,SW010,2.5,2024-03-16,ServiceNow,Compliant
DEV-00485,SW008,126.0,2024-08-09,Intune,Compliant
DEV-00485,SW001,2.5,2025-02-20,Intune,Compliant
DEV-00485,SW004,2.5,2024-10-21,ServiceNow,Compliant
DEV-00091,SW006,2.5,2024-04-17,ServiceNow,Compliant
DEV-00091,SW002,126.0,2024-02-23,Intune,Compliant
DEV-00091,SW004,126.0,2024-10-10,JAMF,Compliant
DEV-00091,SW007,24.1,2024-06-07,ServiceNow,Non-Compliant
DEV-00231,SW003,1.0,2023-08-16,JAMF,Compliant
DEV-00231,SW008,1.0,2024-06-10,Intune,Compliant
DEV-00231,SW005,2.5,2024-07-11,Tanium,Compliant
DEV-00231,SW002,1.0,2024-02-19,Tanium,Compliant
DEV-00231,SW001,8.0.421,2024-06-22,ServiceNow,Compliant
DEV-00231,SW009,126.0,2024-11-20,ServiceNow,Non-Compliant
DEV-00231,SW004,126.0,2024-04-28,JAMF,Compliant
DEV-00026,SW009,24.1,2026-05-04,Tanium,Non-Compliant
DEV-00026,SW004,126.0,2025-12-17,Tanium,Compliant
DEV-00026,SW003,15.4,2025-09-05,ServiceNow,Compliant
DEV-00026,SW002,15.4,2025-05-04,Intune,Compliant
DEV-00026,SW006,8.0.421,2025-03-04,Intune,Compliant
DEV-00026,SW001,2.5,2025-02-08,Tanium,Compliant
DEV-00393,SW006,8.0.421,2022-04-11,JAMF,Compliant
DEV-00393,SW005,126.0,2021-12-04,ServiceNow,Compliant
DEV-00393,SW001,24.1,2022-06-19,Tanium,Compliant
DEV-00393,SW007,24.1,2021-09-30,JAMF,Non-Compliant
DEV-00393,SW004,8.0.421,2021-12-25,Tanium,Compliant
DEV-00393,SW008,24.1,2022-10-26,Tanium,Compliant
DEV-00393,SW010,24.1,2021-10-22,Tanium,Compliant
DEV-00332,SW004,8.0.421,2021-08-16,Intune,Compliant
DEV-00332,SW007,8.0.421,2021-11-24,JAMF,Non-Compliant
DEV-00332,SW006,2.5,2021-05-11,JAMF,Compliant
DEV-00332,SW008,8.0.421,2021-03-24,ServiceNow,Compliant
DEV-00332,SW009,126.0,2021-03-31,JAMF,Non-Compliant
DEV-00332,SW003,15.4,2021-12-16,Intune,Compliant
DEV-00387,SW009,126.0,2023-09-02,Intune,Non-Compliant
DEV-00387,SW004,2.5,2023-07-19,Intune,Compliant
DEV-00387,SW002,2.5,2024-06-11,Tanium,Compliant
DEV-00387,SW006,126.0,2023-03-29,ServiceNow,Compliant
DEV-00387,SW007,15.4,2023-04-03,ServiceNow,Non-Compliant
DEV-00387,SW008,24.1,2023-04-24,Tanium,Compliant
DEV-00387,SW005,1.0,2023-08-21,JAMF,Compliant
DEV-00173,SW009,1.0,2023-09-25,ServiceNow,Non-Compliant
DEV-00173,SW007,126.0,2023-02-13,JAMF,Non-Compliant
DEV-00173,SW003,15.4,2023-04-09,Intune,Compliant
DEV-00173,SW001,1.0,2024-03-16,Intune,Compliant
DEV-00173,SW004,1.0,2024-02-12,JAMF,Compliant
DEV-00173,SW010,15.4,2024-02-18,ServiceNow,Compliant
DEV-00232,SW009,2.5,2025-12-11,Tanium,Non-Compliant
DEV-00232,SW005,126.0,2026-05-29,ServiceNow,Compliant
DEV-00232,SW001,8.0.421,2026-07-18,JAMF,Compliant
DEV-00232,SW003,15.4,2025-08-19,Tanium,Compliant
DEV-00232,SW006,126.0,2026-08-31,JAMF,Compliant
DEV-00232,SW010,8.0.421,2026-08-14,Tanium,Compliant
DEV-00232,SW002,8.0.421,2026-10-28,Intune,Compliant
DEV-00232,SW004,2.5,2026-06-06,Intune,Compliant
DEV-00122,SW004,126.0,2026-05-21,Tanium,Compliant
DEV-00122,SW001,24.1,2026-08-19,Tanium,Compliant
DEV-00122,SW008,1.0,2025-07-11,JAMF,Compliant
DEV-00122,SW006,15.4,2026-09-14,Tanium,Compliant
DEV-00122,SW002,2.5,2026-01-13,ServiceNow,Compliant
DEV-00122,SW007,15.4,2026-03-01,Tanium,Non-Compliant
DEV-00122,SW003,126.0,2025-07-17,JAMF,Compliant
DEV-00308,SW002,15.4,2025-02-28,Intune,Compliant
DEV-00308,SW001,15.4,2024-08-04,Intune,Compliant
DEV-00308,SW005,15.4,2025-05-31,Tanium,Compliant
DEV-00308,SW007,24.1,2024-11-05,JAMF,Non-Compliant
DEV-00308,SW010,126.0,2024-09-03,Intune,Compliant
DEV-00308,SW009,15.4,2025-08-15,ServiceNow,Non-Compliant
DEV-00353,SW008,15.4,2022-02-08,JAMF,Compliant
DEV-00353,SW007,126.0,2022-12-27,JAMF,Non-Compliant
DEV-00353,SW005,2.5,2021-11-28,ServiceNow,Compliant
DEV-00353,SW003,8.0.421,2022-02-03,JAMF,Compliant
DEV-00353,SW010,2.5,2022-08-20,JAMF,Compliant
DEV-00353,SW002,1.0,2022-12-12,Intune,Compliant
DEV-00169,SW010,8.0.421,2024-08-01,ServiceNow,Compliant
DEV-00169,SW009,2.5,2025-10-06,ServiceNow,Non-Compliant
DEV-00169,SW001,2.5,2024-08-22,JAMF,Compliant
DEV-00169,SW004,24.1,2025-02-19,Intune,Compliant
DEV-00169,SW005,15.4,2025-01-20,JAMF,Compliant
DEV-00169,SW003,15.4,2025-04-27,JAMF,Compliant
DEV-00140,SW005,8.0.421,2025-11-27,ServiceNow,Compliant
DEV-00140,SW007,126.0,2025-05-21,Intune,Non-Compliant
DEV-00140,SW004,24.1,2025-08-11,Intune,Compliant
DEV-00140,SW010,24.1,2026-01-05,Tanium,Compliant
DEV-00140,SW002,8.0.421,2025-09-16,Tanium,Compliant
DEV-00310,SW004,1.0,2024-03-15,Intune,Compliant
DEV-00310,SW010,1.0,2024-08-06,JAMF,Compliant
DEV-00310,SW001,1.0,2023-09-28,Intune,Compliant
DEV-00310,SW005,1.0,2024-12-25,Tanium,Compliant
DEV-00112,SW010,15.4,2024-06-27,JAMF,Compliant
DEV-00112,SW002,8.0.421,2024-04-13,Tanium,Compliant
DEV-00112,SW009,1.0,2024-10-16,Tanium,Non-Compliant
DEV-00112,SW007,15.4,2024-01-08,Intune,Non-Compliant
DEV-00112,SW003,2.5,2024-09-23,Tanium,Compliant
DEV-00112,SW006,8.0.421,2024-08-19,ServiceNow,Compliant
DEV-00112,SW008,24.1,2023-10-02,Intune,Compliant
DEV-00112,SW004,24.1,2023-10-01,ServiceNow,Compliant
DEV-00070,SW007,1.0,2023-07-19,JAMF,Non-Compliant
DEV-00070,SW006,126.0,2022-11-11,Intune,Compliant
DEV-00070,SW010,8.0.421,2023-07-02,Intune,Compliant
DEV-00070,SW001,1.0,2022-08-26,ServiceNow,Compliant
DEV-00070,SW005,2.5,2023-10-18,Tanium,Compliant
DEV-00070,SW008,15.4,2022-08-10,ServiceNow,Compliant
DEV-00120,SW001,1.0,2025-07-02,Tanium,Compliant
DEV-00120,SW003,8.0.421,2025-04-21,Tanium,Compliant
DEV-00120,SW008,24.1,2025-02-17,ServiceNow,Compliant
DEV-00120,SW002,8.0.421,2025-06-30,ServiceNow,Compliant
