SnapshotDateKey,DeviceID,MissingCriticalPatches,MissingSecurityPatches,DaysSinceLastPatch,ComplianceStatus,SourceSystem,CollectedAt
20260201,DEV-00372,2,0,45,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00373,2,4,2,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00374,0,2,19,Compliant,Tanium,2026-02-04
20260201,DEV-00375,1,0,2,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00376,0,0,17,Compliant,Tanium,2026-02-04
20260201,DEV-00377,1,4,5,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00378,1,2,20,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00379,0,5,15,Compliant,Tanium,2026-02-05
20260201,DEV-00380,0,0,0,Compliant,Tanium,2026-02-02
20260201,DEV-00381,2,3,27,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00382,0,0,34,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00383,0,0,44,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00384,0,0,36,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00385,0,0,0,Compliant,Tanium,2026-02-03
20260201,DEV-00386,0,0,10,Compliant,Tanium,2026-02-02
20260201,DEV-00387,0,2,31,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00388,0,1,33,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00389,0,0,28,Compliant,Tanium,2026-02-01
20260201,DEV-00390,1,0,3,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00391,0,1,7,Compliant,Tanium,2026-02-05
20260201,DEV-00392,0,1,29,Compliant,Tanium,2026-02-04
20260201,DEV-00393,0,0,9,Compliant,Tanium,2026-02-05
20260201,DEV-00394,0,0,11,Compliant,Tanium,2026-02-03
20260201,DEV-00395,0,0,13,Compliant,Tanium,2026-02-03
20260201,DEV-00396,0,0,14,Compliant,Tanium,2026-02-01
20260201,DEV-00397,0,1,44,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00398,1,0,3,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00399,0,2,25,Compliant,Tanium,2026-02-03
20260201,DEV-00400,0,0,39,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00401,1,0,6,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00402,0,1,32,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00403,0,0,19,Compliant,Tanium,2026-02-04
20260201,DEV-00404,1,0,12,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00405,1,0,31,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00406,2,2,16,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00407,3,0,2,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00408,0,0,4,Compliant,Tanium,2026-02-05
20260201,DEV-00409,0,0,0,Compliant,Tanium,2026-02-05
20260201,DEV-00410,0,0,8,Compliant,Tanium,2026-02-03
20260201,DEV-00412,4,1,10,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00413,1,0,39,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00414,0,0,9,Compliant,Tanium,2026-02-04
20260201,DEV-00415,3,0,9,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00416,0,0,33,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00417,0,2,13,Compliant,Tanium,2026-02-05
20260201,DEV-00418,0,2,6,Compliant,Tanium,2026-02-02
20260201,DEV-00419,0,0,38,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00420,0,0,31,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00421,0,2,14,Compliant,Tanium,2026-02-05
20260201,DEV-00422,0,1,25,Compliant,Tanium,2026-02-05
20260201,DEV-00423,1,0,27,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00424,0,0,35,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00425,0,0,24,Compliant,Tanium,2026-02-01
20260201,DEV-00426,0,0,10,Compliant,Tanium,2026-02-02
20260201,DEV-00427,0,2,18,Compliant,Tanium,2026-02-01
20260201,DEV-00428,0,2,7,Compliant,Tanium,2026-02-05
20260201,DEV-00429,1,2,8,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00430,0,0,10,Compliant,Tanium,2026-02-02
20260201,DEV-00431,2,1,22,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00433,0,1,13,Compliant,Tanium,2026-02-03
20260201,DEV-00435,0,2,9,Compliant,Tanium,2026-02-03
20260201,DEV-00436,0,0,23,Compliant,Tanium,2026-02-05
20260201,DEV-00437,0,0,39,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00438,0,0,12,Compliant,Tanium,2026-02-01
20260201,DEV-00440,0,0,4,Compliant,Tanium,2026-02-03
20260201,DEV-00441,0,0,1,Compliant,Tanium,2026-02-01
20260201,DEV-00442,0,2,26,Compliant,Tanium,2026-02-03
20260201,DEV-00443,1,1,30,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00444,0,0,40,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00445,0,0,44,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00446,1,0,14,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00447,0,3,34,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00449,0,0,10,Compliant,Tanium,2026-02-01
20260201,DEV-00450,0,1,9,Compliant,Tanium,2026-02-05
20260201,DEV-00451,0,0,24,Compliant,Tanium,2026-02-03
20260201,DEV-00453,0,0,37,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00454,1,0,3,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00455,0,0,26,Compliant,Tanium,2026-02-04
20260201,DEV-00457,0,0,42,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00458,0,0,1,Compliant,Tanium,2026-02-02
20260201,DEV-00459,1,0,24,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00461,2,0,3,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00463,0,0,39,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00464,2,2,11,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00465,0,4,26,Compliant,Tanium,2026-02-02
20260201,DEV-00467,0,2,42,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00468,0,2,14,Compliant,Tanium,2026-02-03
20260201,DEV-00469,1,0,7,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00470,1,0,6,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00471,0,0,7,Compliant,Tanium,2026-02-02
20260201,DEV-00472,0,0,36,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00473,0,0,26,Compliant,Tanium,2026-02-01
20260201,DEV-00474,0,2,0,Compliant,Tanium,2026-02-05
20260201,DEV-00475,0,0,21,Compliant,Tanium,2026-02-03
20260201,DEV-00476,0,3,5,Compliant,Tanium,2026-02-03
20260201,DEV-00477,0,0,19,Compliant,Tanium,2026-02-01
20260201,DEV-00478,0,0,34,Non-Compliant,Tanium,2026-02-03
20260201,DEV-00480,0,0,21,Compliant,Tanium,2026-02-04
20260201,DEV-00481,0,0,40,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00482,3,1,21,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00483,0,0,4,Compliant,Tanium,2026-02-01
20260201,DEV-00484,0,0,14,Compliant,Tanium,2026-02-04
20260201,DEV-00485,1,0,13,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00486,0,0,18,Compliant,Tanium,2026-02-02
20260201,DEV-00487,0,0,18,Compliant,Tanium,2026-02-05
20260201,DEV-00488,1,1,28,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00489,1,0,31,Non-Compliant,Tanium,2026-02-04
20260201,DEV-00490,0,0,28,Compliant,Tanium,2026-02-05
20260201,DEV-00492,0,0,40,Non-Compliant,Tanium,2026-02-02
20260201,DEV-00493,0,1,27,Compliant,Tanium,2026-02-04
20260201,DEV-00494,2,0,45,Non-Compliant,Tanium,2026-02-01
20260201,DEV-00495,0,0,33,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00497,0,0,22,Compliant,Tanium,2026-02-05
20260201,DEV-00498,0,1,44,Non-Compliant,Tanium,2026-02-05
20260201,DEV-00499,0,0,26,Compliant,Tanium,2026-02-01
20260201,DEV-00500,0,1,32,Non-Compliant,Tanium,2026-02-02
20260301,DEV-00001,0,0,13,Compliant,Tanium,2026-03-02
20260301,DEV-00002,1,0,12,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00003,0,1,30,Compliant,Tanium,2026-03-05
20260301,DEV-00004,1,1,28,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00006,1,0,17,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00007,0,1,30,Compliant,Tanium,2026-03-02
20260301,DEV-00008,0,2,21,Compliant,Tanium,2026-03-05
20260301,DEV-00009,1,1,15,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00010,0,0,3,Compliant,Tanium,2026-03-01
20260301,DEV-00011,4,0,26,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00012,0,5,14,Compliant,Tanium,2026-03-03
20260301,DEV-00013,0,2,8,Compliant,Tanium,2026-03-02
20260301,DEV-00015,0,1,0,Compliant,Tanium,2026-03-05
20260301,DEV-00016,0,0,30,Compliant,Tanium,2026-03-01
20260301,DEV-00017,0,0,37,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00018,0,0,15,Compliant,Tanium,2026-03-03
20260301,DEV-00019,2,4,18,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00021,0,0,41,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00022,0,2,21,Compliant,Tanium,2026-03-01
20260301,DEV-00023,2,0,31,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00024,0,4,38,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00025,2,4,42,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00026,3,2,33,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00027,4,1,34,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00028,0,0,31,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00031,3,0,13,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00032,0,2,25,Compliant,Tanium,2026-03-03
20260301,DEV-00033,0,0,2,Compliant,Tanium,2026-03-05
20260301,DEV-00034,0,0,6,Compliant,Tanium,2026-03-04
20260301,DEV-00035,3,1,25,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00036,1,0,8,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00037,0,2,9,Compliant,Tanium,2026-03-05
20260301,DEV-00038,0,0,39,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00039,1,0,27,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00040,0,1,31,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00041,2,1,19,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00042,0,0,32,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00044,0,1,12,Compliant,Tanium,2026-03-01
20260301,DEV-00046,0,0,31,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00047,0,0,29,Compliant,Tanium,2026-03-01
20260301,DEV-00048,0,0,28,Compliant,Tanium,2026-03-04
20260301,DEV-00049,0,0,33,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00050,3,0,29,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00051,0,3,1,Compliant,Tanium,2026-03-02
20260301,DEV-00052,0,0,3,Compliant,Tanium,2026-03-04
20260301,DEV-00053,0,1,25,Compliant,Tanium,2026-03-01
20260301,DEV-00054,4,0,6,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00055,1,1,26,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00056,0,5,22,Compliant,Tanium,2026-03-02
20260301,DEV-00057,0,1,18,Compliant,Tanium,2026-03-03
20260301,DEV-00059,0,2,4,Compliant,Tanium,2026-03-05
20260301,DEV-00060,0,0,36,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00061,0,1,23,Compliant,Tanium,2026-03-05
20260301,DEV-00062,3,0,27,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00063,0,0,15,Compliant,Tanium,2026-03-04
20260301,DEV-00064,0,1,5,Compliant,Tanium,2026-03-01
20260301,DEV-00065,0,0,5,Compliant,Tanium,2026-03-05
20260301,DEV-00066,0,1,36,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00067,0,0,26,Compliant,Tanium,2026-03-02
20260301,DEV-00068,0,1,11,Compliant,Tanium,2026-03-04
20260301,DEV-00069,1,1,27,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00070,0,0,17,Compliant,Tanium,2026-03-03
20260301,DEV-00071,0,0,28,Compliant,Tanium,2026-03-01
20260301,DEV-00072,0,3,43,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00073,0,2,16,Compliant,Tanium,2026-03-02
20260301,DEV-00074,1,1,19,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00075,0,0,38,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00076,0,0,18,Compliant,Tanium,2026-03-02
20260301,DEV-00078,2,2,28,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00079,1,0,31,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00081,0,0,30,Compliant,Tanium,2026-03-04
20260301,DEV-00082,1,0,22,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00083,0,0,36,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00084,1,0,27,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00085,0,0,8,Compliant,Tanium,2026-03-03
20260301,DEV-00086,0,0,9,Compliant,Tanium,2026-03-01
20260301,DEV-00087,0,0,19,Compliant,Tanium,2026-03-02
20260301,DEV-00088,0,2,31,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00089,1,0,10,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00090,0,0,6,Compliant,Tanium,2026-03-05
20260301,DEV-00091,0,2,3,Compliant,Tanium,2026-03-05
20260301,DEV-00092,0,0,19,Compliant,Tanium,2026-03-03
20260301,DEV-00093,0,0,11,Compliant,Tanium,2026-03-05
20260301,DEV-00094,0,0,44,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00096,0,0,17,Compliant,Tanium,2026-03-04
20260301,DEV-00097,0,1,29,Compliant,Tanium,2026-03-03
20260301,DEV-00098,0,2,2,Compliant,Tanium,2026-03-03
20260301,DEV-00099,0,0,44,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00100,1,0,24,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00101,0,0,13,Compliant,Tanium,2026-03-03
20260301,DEV-00102,0,0,35,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00103,1,0,21,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00104,0,0,27,Compliant,Tanium,2026-03-04
20260301,DEV-00105,0,0,32,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00106,0,0,39,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00107,1,2,5,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00108,3,2,32,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00109,0,0,1,Compliant,Tanium,2026-03-03
20260301,DEV-00111,0,0,44,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00112,0,2,35,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00113,0,3,38,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00114,0,1,42,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00115,0,0,0,Compliant,Tanium,2026-03-05
20260301,DEV-00116,0,0,18,Compliant,Tanium,2026-03-05
20260301,DEV-00117,0,0,41,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00118,0,2,33,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00119,1,0,37,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00120,0,0,39,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00121,1,0,15,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00122,0,0,13,Compliant,Tanium,2026-03-03
20260301,DEV-00123,0,1,36,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00124,1,0,9,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00125,0,4,10,Compliant,Tanium,2026-03-01
20260301,DEV-00127,0,0,13,Compliant,Tanium,2026-03-02
20260301,DEV-00128,0,2,41,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00129,0,4,6,Compliant,Tanium,2026-03-01
20260301,DEV-00130,0,1,23,Compliant,Tanium,2026-03-01
20260301,DEV-00131,1,0,14,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00132,0,0,8,Compliant,Tanium,2026-03-03
20260301,DEV-00134,0,1,25,Compliant,Tanium,2026-03-02
20260301,DEV-00135,0,1,23,Compliant,Tanium,2026-03-05
20260301,DEV-00136,1,0,5,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00137,0,3,36,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00138,0,1,3,Compliant,Tanium,2026-03-01
20260301,DEV-00139,0,1,31,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00140,0,0,37,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00141,0,1,13,Compliant,Tanium,2026-03-03
20260301,DEV-00142,0,0,26,Compliant,Tanium,2026-03-05
20260301,DEV-00143,2,2,28,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00144,0,3,16,Compliant,Tanium,2026-03-03
20260301,DEV-00145,0,0,45,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00146,3,0,19,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00147,2,0,45,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00148,0,2,30,Compliant,Tanium,2026-03-05
20260301,DEV-00149,1,1,0,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00150,0,1,28,Compliant,Tanium,2026-03-03
20260301,DEV-00152,0,0,41,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00153,4,4,42,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00154,0,0,30,Compliant,Tanium,2026-03-05
20260301,DEV-00155,0,0,19,Compliant,Tanium,2026-03-02
20260301,DEV-00157,0,0,10,Compliant,Tanium,2026-03-03
20260301,DEV-00158,1,1,36,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00159,0,0,24,Compliant,Tanium,2026-03-02
20260301,DEV-00160,1,0,4,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00162,0,2,41,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00163,0,0,45,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00164,1,1,27,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00165,0,0,44,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00166,0,0,23,Compliant,Tanium,2026-03-02
20260301,DEV-00167,3,0,44,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00169,0,2,22,Compliant,Tanium,2026-03-01
20260301,DEV-00170,0,0,17,Compliant,Tanium,2026-03-04
20260301,DEV-00171,0,0,38,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00172,1,1,38,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00173,2,3,2,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00174,0,0,13,Compliant,Tanium,2026-03-03
20260301,DEV-00175,0,0,2,Compliant,Tanium,2026-03-04
20260301,DEV-00176,0,1,28,Compliant,Tanium,2026-03-02
20260301,DEV-00177,0,2,26,Compliant,Tanium,2026-03-01
20260301,DEV-00178,4,1,42,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00179,0,0,14,Compliant,Tanium,2026-03-03
20260301,DEV-00180,0,1,24,Compliant,Tanium,2026-03-02
20260301,DEV-00182,0,0,2,Compliant,Tanium,2026-03-03
20260301,DEV-00183,0,0,12,Compliant,Tanium,2026-03-04
20260301,DEV-00184,0,0,2,Compliant,Tanium,2026-03-02
20260301,DEV-00185,0,1,6,Compliant,Tanium,2026-03-05
20260301,DEV-00186,0,1,33,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00187,0,0,26,Compliant,Tanium,2026-03-01
20260301,DEV-00188,0,1,30,Compliant,Tanium,2026-03-05
20260301,DEV-00189,0,0,39,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00190,0,0,25,Compliant,Tanium,2026-03-03
20260301,DEV-00191,1,0,32,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00192,0,3,38,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00193,1,0,17,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00194,0,2,37,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00195,0,0,12,Compliant,Tanium,2026-03-05
20260301,DEV-00196,2,0,2,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00197,0,0,37,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00198,3,0,8,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00199,1,0,35,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00200,1,0,12,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00201,0,0,26,Compliant,Tanium,2026-03-02
20260301,DEV-00202,2,1,4,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00203,2,0,37,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00205,2,3,4,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00206,0,3,3,Compliant,Tanium,2026-03-02
20260301,DEV-00207,0,1,37,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00209,0,1,27,Compliant,Tanium,2026-03-02
20260301,DEV-00210,0,0,16,Compliant,Tanium,2026-03-05
20260301,DEV-00211,0,1,1,Compliant,Tanium,2026-03-05
20260301,DEV-00213,0,0,45,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00214,1,0,0,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00215,0,2,27,Compliant,Tanium,2026-03-05
20260301,DEV-00217,0,0,41,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00219,0,2,45,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00220,0,0,43,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00221,0,0,34,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00222,4,0,44,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00223,1,0,9,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00224,1,0,45,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00225,2,1,15,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00226,0,1,35,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00227,1,0,43,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00228,0,2,16,Compliant,Tanium,2026-03-02
20260301,DEV-00229,0,2,4,Compliant,Tanium,2026-03-04
20260301,DEV-00230,0,0,40,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00231,0,0,15,Compliant,Tanium,2026-03-03
20260301,DEV-00232,0,0,28,Compliant,Tanium,2026-03-01
20260301,DEV-00233,0,1,30,Compliant,Tanium,2026-03-01
20260301,DEV-00234,0,2,21,Compliant,Tanium,2026-03-05
20260301,DEV-00235,0,0,1,Compliant,Tanium,2026-03-05
20260301,DEV-00236,0,3,29,Compliant,Tanium,2026-03-01
20260301,DEV-00237,0,1,4,Compliant,Tanium,2026-03-05
20260301,DEV-00238,0,1,20,Compliant,Tanium,2026-03-03
20260301,DEV-00239,0,0,37,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00240,0,0,29,Compliant,Tanium,2026-03-03
20260301,DEV-00241,0,4,9,Compliant,Tanium,2026-03-05
20260301,DEV-00242,0,0,45,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00243,0,0,23,Compliant,Tanium,2026-03-03
20260301,DEV-00244,0,0,41,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00245,0,3,36,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00246,4,0,30,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00249,0,0,18,Compliant,Tanium,2026-03-01
20260301,DEV-00250,1,1,28,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00251,0,0,21,Compliant,Tanium,2026-03-05
20260301,DEV-00252,0,3,5,Compliant,Tanium,2026-03-01
20260301,DEV-00253,0,1,44,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00254,1,0,30,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00255,4,2,5,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00256,0,0,32,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00259,0,0,4,Compliant,Tanium,2026-03-05
20260301,DEV-00260,0,0,45,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00261,1,4,11,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00263,1,0,25,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00264,0,0,37,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00265,1,0,29,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00266,0,0,24,Compliant,Tanium,2026-03-01
20260301,DEV-00267,0,0,27,Compliant,Tanium,2026-03-02
20260301,DEV-00268,0,2,28,Compliant,Tanium,2026-03-01
20260301,DEV-00269,0,0,4,Compliant,Tanium,2026-03-03
20260301,DEV-00271,0,0,4,Compliant,Tanium,2026-03-02
20260301,DEV-00272,0,0,20,Compliant,Tanium,2026-03-02
20260301,DEV-00273,0,1,7,Compliant,Tanium,2026-03-03
20260301,DEV-00274,0,0,31,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00275,0,0,10,Compliant,Tanium,2026-03-03
20260301,DEV-00276,0,0,9,Compliant,Tanium,2026-03-01
20260301,DEV-00277,0,0,5,Compliant,Tanium,2026-03-02
20260301,DEV-00278,0,0,37,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00279,0,0,23,Compliant,Tanium,2026-03-04
20260301,DEV-00281,0,5,2,Compliant,Tanium,2026-03-01
20260301,DEV-00282,0,0,13,Compliant,Tanium,2026-03-02
20260301,DEV-00283,2,0,41,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00284,3,0,33,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00285,0,4,42,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00286,0,0,45,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00287,0,0,31,Non-Compliant,Tanium,2026-03-03
20260301,DEV-00288,0,0,17,Compliant,Tanium,2026-03-03
20260301,DEV-00289,0,0,1,Compliant,Tanium,2026-03-01
20260301,DEV-00290,0,0,28,Compliant,Tanium,2026-03-04
20260301,DEV-00291,0,0,24,Compliant,Tanium,2026-03-01
20260301,DEV-00292,0,0,17,Compliant,Tanium,2026-03-01
20260301,DEV-00293,3,1,8,Non-Compliant,Tanium,2026-03-02
20260301,DEV-00294,1,1,1,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00295,1,0,44,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00296,1,1,22,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00297,0,0,7,Compliant,Tanium,2026-03-04
20260301,DEV-00298,0,4,15,Compliant,Tanium,2026-03-01
20260301,DEV-00299,0,1,30,Compliant,Tanium,2026-03-03
20260301,DEV-00300,2,1,4,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00301,1,0,36,Non-Compliant,Tanium,2026-03-04
20260301,DEV-00302,0,0,35,Non-Compliant,Tanium,2026-03-05
20260301,DEV-00304,0,0,13,Compliant,Tanium,2026-03-05
20260301,DEV-00305,0,0,33,Non-Compliant,Tanium,2026-03-01
20260301,DEV-00306,0,0,28,Compliant,Tanium,2026-03-04
20260301,DEV-00307,0,0,37,Non-Compliant,Tanium,2026-03-03
