MacDeviceID,DeviceName,UserKey,RegionKey,BUKey,SerialNumber,Model,OSVersion,EnrollmentDate,LastCheckInDate,Status
MAC-00400,MAC-SEA-00400,1917,5,4,C02ZDA7OIXU,MacBook Pro 16,macOS 14.7,2026-03-24,2026-07-07,Managed
MAC-00401,MAC-EUW-00401,294,4,8,C02W0H05AMZ,MacBook Air 13,macOS 15.5,2025-06-03,2026-07-05,Managed
MAC-00402,MAC-BRS-00402,12922,6,3,C02BB25DRDN,MacBook Pro 16,macOS 15.5,2026-02-26,2026-06-14,Retired
MAC-00403,MAC-USW-00403,7850,2,4,C02CYH9NWWB,MacBook Pro 14,macOS 15.5,2024-12-19,2026-07-05,Managed
MAC-00404,MAC-USW-00404,5489,2,11,C02ZBWANTL2,MacBook Pro 16,macOS 15.5,2026-06-17,2026-07-05,Needs Attention
MAC-00405,MAC-USE-00405,9721,1,8,C02WJJFGUSR,MacBook Pro 16,macOS 14.7,2026-04-21,2026-07-05,Managed
MAC-00406,MAC-BRS-00406,446,6,4,C027OJ3UZ47,MacBook Pro 16,macOS 15.5,2024-11-04,2026-07-05,Managed
MAC-00407,MAC-EUW-00407,7321,4,11,C0212OPWRH4,Mac mini,macOS 15.5,2026-06-03,2026-07-07,Managed
MAC-00408,MAC-USE-00408,11886,1,2,C02O0QW7695,iMac 24,macOS 15.5,2025-09-15,2026-07-04,Managed
MAC-00409,MAC-USE-00409,12101,1,6,C02ZHKJB9CW,MacBook Pro 14,macOS 15.5,2025-01-05,2026-07-07,Managed
MAC-00410,MAC-SEA-00410,1092,5,8,C02NKOR2D7D,MacBook Air 13,macOS 14.7,2025-11-11,2026-07-06,Managed
MAC-00411,MAC-EUN-00411,11008,3,6,C02F9O7Y047,MacBook Pro 16,macOS 14.7,2025-03-26,2026-07-07,Retired
MAC-00412,MAC-USE-00412,13796,1,11,C022VUBICZE,iMac 24,macOS 15.5,2024-10-01,2026-07-07,Managed
MAC-00413,MAC-USW-00413,8504,2,1,C02KAWLR7D3,iMac 24,macOS 15.5,2025-07-10,2026-07-06,Managed
MAC-00414,MAC-BRS-00414,3152,6,1,C02SPMDAZ6Z,iMac 24,macOS 15.4,2024-11-08,2026-07-01,Managed
MAC-00415,MAC-EUN-00415,8389,3,8,C024G6KFTGT,iMac 24,macOS 13.7,2025-11-17,2026-06-30,Managed
MAC-00416,MAC-USE-00416,969,1,5,C02MF99IS8L,MacBook Pro 14,macOS 15.5,2026-03-16,2026-07-04,Managed
MAC-00417,MAC-SEA-00417,7845,5,6,C02FDCNW1KF,MacBook Pro 14,macOS 15.4,2026-03-03,2026-07-03,Managed
MAC-00418,MAC-USW-00418,10101,2,7,C02VYSD6PY0,MacBook Air 13,macOS 15.5,2025-07-11,2026-06-25,Managed
MAC-00419,MAC-USW-00419,389,2,2,C02RUO325MV,MacBook Air 13,macOS 14.7,2024-10-26,2026-07-06,Managed
MAC-00420,MAC-USE-00420,5194,1,10,C02YI8473NN,MacBook Air 13,macOS 15.5,2026-01-05,2026-07-06,Managed
MAC-00421,MAC-USW-00421,8918,2,11,C02YHY0KHTK,MacBook Air 13,macOS 14.7,2026-05-17,2026-07-06,Managed
MAC-00422,MAC-USE-00422,13986,1,5,C024T7CACRY,MacBook Air 13,macOS 15.5,2025-12-09,2026-07-05,Managed
MAC-00423,MAC-SEA-00423,6498,5,6,C02AK3XHKNL,iMac 24,macOS 14.7,2026-05-18,2026-07-06,Managed
MAC-00424,MAC-SEA-00424,13553,5,2,C02FQ3026VA,MacBook Pro 14,macOS 15.5,2026-01-20,2026-07-07,Managed
MAC-00425,MAC-BRS-00425,2247,6,3,C02XONVIU9G,iMac 24,macOS 15.4,2024-12-06,2026-07-07,Managed
MAC-00426,MAC-USW-00426,7915,2,1,C02FOXL5QQ2,MacBook Air 13,macOS 15.4,2025-03-21,2026-07-07,Managed
MAC-00427,MAC-USE-00427,8958,1,8,C02SR6O2DXA,iMac 24,macOS 15.4,2025-01-17,2026-07-04,Managed
MAC-00428,MAC-BRS-00428,11065,6,12,C02EW5AE7Q8,MacBook Pro 14,macOS 14.7,2024-12-31,2026-07-05,Managed
MAC-00429,MAC-EUW-00429,12219,4,8,C0241IOEWU6,MacBook Pro 14,macOS 15.4,2025-11-25,2026-07-05,Managed
MAC-00430,MAC-SEA-00430,7305,5,8,C02O0M0IU7J,MacBook Pro 14,macOS 15.4,2024-08-10,2026-05-15,Managed
MAC-00431,MAC-EUW-00431,10400,4,4,C02IXPYBB6R,MacBook Air 13,macOS 15.5,2026-03-27,2026-07-05,Managed
MAC-00432,MAC-USW-00432,6280,2,2,C0253HB8WWV,MacBook Air 13,macOS 15.5,2026-04-23,2026-07-05,Managed
MAC-00433,MAC-EUN-00433,4304,3,4,C02SB8BJATZ,Mac mini,macOS 15.5,2026-02-04,2026-07-07,Managed
MAC-00434,MAC-BRS-00434,384,6,2,C02MO266ARX,MacBook Pro 14,macOS 14.7,2024-08-05,2026-07-06,Retired
MAC-00435,MAC-SEA-00435,2696,5,1,C02CWANQAJB,iMac 24,macOS 15.5,2024-12-25,2026-07-07,Managed
MAC-00436,MAC-USW-00436,4832,2,10,C021H14778T,MacBook Air 13,macOS 15.4,2024-12-08,2026-05-26,Needs Attention
MAC-00437,MAC-USW-00437,859,2,3,C02MV5E2GI9,MacBook Pro 16,macOS 15.4,2025-05-24,2026-06-28,Managed
MAC-00438,MAC-SEA-00438,8486,5,3,C02BW6CKIIN,MacBook Pro 16,macOS 15.5,2025-12-05,2026-07-05,Managed
MAC-00439,MAC-USW-00439,3221,2,5,C02QTTLIUFL,iMac 24,macOS 15.5,2024-12-01,2026-07-06,Managed
MAC-00440,MAC-EUW-00440,1911,4,10,C02XE8EX217,Mac mini,macOS 15.5,2026-03-27,2026-07-06,Managed
MAC-00441,MAC-BRS-00441,5463,6,3,C02I5WIC8F1,MacBook Pro 16,macOS 15.5,2025-02-23,2026-05-29,Managed
MAC-00442,MAC-USW-00442,2886,2,7,C02XL7AMX9J,MacBook Pro 14,macOS 15.4,2026-01-10,2026-07-07,Managed
MAC-00443,MAC-EUW-00443,11295,4,5,C02YIVFLQPO,iMac 24,macOS 15.5,2025-07-10,2026-07-07,Managed
MAC-00444,MAC-EUW-00444,12770,4,6,C02PBO4Q7MZ,MacBook Pro 14,macOS 15.4,2025-06-15,2026-07-07,Managed
MAC-00445,MAC-USW-00445,2428,2,1,C02P82TZGVP,Mac mini,macOS 15.5,2025-01-07,2026-07-05,Managed
MAC-00446,MAC-SEA-00446,2217,5,8,C02G0JYGIM6,MacBook Pro 14,macOS 14.7,2024-12-22,2026-07-05,Managed
MAC-00447,MAC-EUW-00447,6874,4,6,C02I1CY3SY0,Mac mini,macOS 15.5,2025-03-29,2026-07-04,Managed
MAC-00448,MAC-SEA-00448,5893,5,10,C02GNMC5JBN,Mac mini,macOS 15.5,2025-03-12,2026-07-04,Managed
MAC-00449,MAC-EUN-00449,5887,3,5,C02GEEHZW7W,MacBook Pro 14,macOS 15.5,2025-08-08,2026-07-07,Enrollment Pending
MAC-00450,MAC-EUW-00450,9223,4,10,C02YYD8ZQQD,Mac mini,macOS 13.7,2025-09-20,2026-07-05,Managed
MAC-00451,MAC-EUW-00451,12716,4,7,C0225NEBAYK,MacBook Air 13,macOS 15.5,2026-02-02,2026-07-04,Managed
MAC-00452,MAC-EUN-00452,613,3,4,C02TY3JD8ID,MacBook Pro 14,macOS 15.5,2025-01-03,2026-06-30,Managed
MAC-00453,MAC-EUN-00453,9578,3,11,C02XK8WOLQ2,MacBook Pro 14,macOS 15.4,2025-10-26,2026-07-04,Managed
MAC-00454,MAC-EUN-00454,5762,3,4,C02J7CKICB6,iMac 24,macOS 15.5,2024-09-24,2026-07-07,Needs Attention
MAC-00455,MAC-BRS-00455,11424,6,3,C02J43UKN17,MacBook Pro 14,macOS 15.5,2025-10-08,2026-07-04,Managed
MAC-00456,MAC-SEA-00456,6129,5,7,C02WGY4XJC9,iMac 24,macOS 15.4,2026-06-15,2026-07-04,Managed
MAC-00457,MAC-USW-00457,9399,2,6,C029WRRHW6C,MacBook Air 13,macOS 15.4,2025-01-04,2026-07-07,Managed
MAC-00458,MAC-EUW-00458,7493,4,6,C02V07KOIWP,MacBook Air 13,macOS 15.4,2026-01-19,2026-07-07,Managed
MAC-00459,MAC-USW-00459,7540,2,3,C02FV28X6FP,MacBook Pro 14,macOS 15.5,2026-01-12,2026-06-28,Managed
MAC-00460,MAC-EUN-00460,2449,3,4,C02NIW5V8RH,iMac 24,macOS 15.4,2025-02-02,2026-07-06,Managed
MAC-00461,MAC-EUW-00461,10827,4,3,C02BAPGR4YA,Mac mini,macOS 15.4,2024-08-10,2026-07-05,Managed
MAC-00462,MAC-USW-00462,11249,2,2,C02H959P8SH,MacBook Air 13,macOS 15.5,2025-04-08,2026-06-27,Managed
MAC-00463,MAC-EUW-00463,242,4,4,C02UW9JSASU,Mac mini,macOS 15.4,2025-03-02,2026-07-04,Managed
MAC-00464,MAC-EUN-00464,7829,3,6,C02Q9D25VCC,MacBook Pro 14,macOS 14.7,2025-04-02,2026-07-05,Managed
MAC-00465,MAC-EUN-00465,13874,3,12,C02BRJF18A6,MacBook Pro 14,macOS 15.5,2024-10-23,2026-07-06,Managed
MAC-00466,MAC-EUW-00466,6388,4,9,C027AG5TG2O,Mac mini,macOS 15.5,2024-11-23,2026-07-06,Managed
MAC-00467,MAC-USE-00467,9985,1,1,C02ZLS2IPAH,Mac mini,macOS 15.5,2025-12-29,2026-06-24,Managed
MAC-00468,MAC-BRS-00468,13083,6,6,C02229UHB7Z,MacBook Pro 14,macOS 15.5,2025-02-21,2026-06-04,Managed
MAC-00469,MAC-EUN-00469,8120,3,10,C02M6K8DFSD,MacBook Pro 16,macOS 15.5,2024-12-25,2026-07-04,Managed
MAC-00470,MAC-SEA-00470,971,5,2,C020SIUCNGG,iMac 24,macOS 15.5,2025-08-14,2026-07-07,Managed
MAC-00471,MAC-USW-00471,8552,2,10,C0237B9TS1E,MacBook Pro 14,macOS 15.5,2025-01-28,2026-07-05,Managed
MAC-00472,MAC-USW-00472,9932,2,1,C02HQ288IBE,MacBook Pro 14,macOS 14.7,2026-02-27,2026-07-06,Managed
MAC-00473,MAC-BRS-00473,6194,6,1,C02BKPK5043,Mac mini,macOS 15.5,2024-11-11,2026-07-04,Managed
MAC-00474,MAC-BRS-00474,6985,6,1,C0259QQTUR6,MacBook Pro 14,macOS 15.5,2025-09-13,2026-07-06,Needs Attention
MAC-00475,MAC-EUN-00475,5180,3,5,C02P2S1CX7K,MacBook Air 13,macOS 13.7,2025-01-02,2026-07-04,Managed
MAC-00476,MAC-USW-00476,6255,2,2,C027LGVU8Y6,MacBook Pro 14,macOS 15.5,2025-01-01,2026-07-04,Managed
MAC-00477,MAC-USE-00477,5469,1,12,C02H52H4JAA,MacBook Pro 14,macOS 15.5,2026-01-08,2026-07-05,Managed
MAC-00478,MAC-USE-00478,2828,1,5,C022A6JVAA5,MacBook Pro 16,macOS 15.5,2026-02-28,2026-07-05,Managed
MAC-00479,MAC-USW-00479,5104,2,6,C02NJT3VSNK,Mac mini,macOS 15.4,2025-10-29,2026-07-05,Managed
MAC-00480,MAC-EUW-00480,4685,4,10,C02F8MWJ55T,MacBook Pro 14,macOS 15.5,2025-11-05,2026-07-07,Managed
MAC-00481,MAC-BRS-00481,1011,6,1,C02GD6CPV1T,MacBook Pro 14,macOS 15.5,2024-11-07,2026-07-07,Managed
MAC-00482,MAC-BRS-00482,3692,6,5,C02PKPT5SGR,iMac 24,macOS 15.4,2025-05-23,2026-07-04,Managed
MAC-00483,MAC-EUN-00483,6930,3,10,C02BWR5RFJW,MacBook Pro 16,macOS 14.7,2025-03-03,2026-07-04,Managed
MAC-00484,MAC-USW-00484,10963,2,11,C02N1PHOJVA,Mac mini,macOS 14.7,2025-03-18,2026-05-18,Managed
MAC-00485,MAC-EUW-00485,7392,4,10,C02EBXQKAJG,MacBook Pro 14,macOS 15.5,2025-06-24,2026-07-05,Retired
MAC-00486,MAC-USE-00486,5143,1,12,C02DZA567UR,MacBook Air 13,macOS 15.4,2024-09-01,2026-06-14,Managed
MAC-00487,MAC-EUN-00487,4166,3,3,C02L4GL2KH1,MacBook Pro 14,macOS 15.4,2026-05-21,2026-07-05,Managed
MAC-00488,MAC-EUN-00488,7315,3,12,C02RDIOZ3AJ,MacBook Pro 16,macOS 15.4,2024-10-19,2026-07-06,Managed
MAC-00489,MAC-USE-00489,9676,1,3,C0270PAWDNG,MacBook Air 13,macOS 14.7,2026-02-05,2026-07-07,Managed
MAC-00490,MAC-USW-00490,3076,2,4,C020NPZZ4QB,MacBook Pro 14,macOS 15.4,2025-11-16,2026-07-04,Managed
MAC-00491,MAC-USE-00491,4858,1,6,C02L5D90ZXD,MacBook Air 13,macOS 15.5,2025-09-16,2026-07-06,Managed
MAC-00492,MAC-SEA-00492,3025,5,10,C02UASZB0HH,MacBook Pro 16,macOS 15.4,2025-11-16,2026-07-05,Managed
MAC-00493,MAC-USE-00493,9666,1,10,C02IHU2HP32,MacBook Pro 16,macOS 15.4,2024-11-11,2026-07-05,Managed
MAC-00494,MAC-USW-00494,10059,2,9,C025UD09PKX,MacBook Pro 16,macOS 15.5,2026-02-16,2026-07-06,Managed
MAC-00495,MAC-EUN-00495,9741,3,6,C02WJZTP1JU,MacBook Pro 14,macOS 15.4,2026-04-07,2026-07-05,Managed
MAC-00496,MAC-SEA-00496,11132,5,5,C02HH3M49EF,MacBook Air 13,macOS 13.7,2025-06-06,2026-07-06,Managed
MAC-00497,MAC-EUW-00497,3096,4,7,C02SP8NKYFW,MacBook Pro 16,macOS 15.5,2025-03-29,2026-06-26,Managed
MAC-00498,MAC-EUW-00498,924,4,4,C02IBGUWYBM,MacBook Pro 16,macOS 15.5,2025-06-27,2026-07-05,Managed
MAC-00499,MAC-BRS-00499,11294,6,11,C02P8B02X9K,iMac 24,macOS 15.5,2026-04-16,2026-06-27,Needs Attention
MAC-00500,MAC-EUN-00500,47,3,5,C02QE2SDZQL,MacBook Pro 14,macOS 15.5,2024-12-02,2026-07-06,Managed
MAC-00501,MAC-EUN-00501,11669,3,12,C02K2JY5OVU,Mac mini,macOS 15.5,2024-08-07,2026-07-05,Managed
MAC-00502,MAC-EUN-00502,5846,3,9,C02X6ZANO5P,iMac 24,macOS 15.4,2025-06-26,2026-07-05,Managed
MAC-00503,MAC-USW-00503,6822,2,7,C02RP7N4JWS,MacBook Pro 16,macOS 15.5,2025-07-10,2026-06-24,Managed
MAC-00504,MAC-USW-00504,8723,2,5,C026AK1CA52,MacBook Air 13,macOS 15.5,2024-08-14,2026-07-06,Managed
MAC-00505,MAC-USW-00505,9617,2,8,C02588TZP8U,iMac 24,macOS 15.5,2025-11-10,2026-07-07,Managed
MAC-00506,MAC-USW-00506,3573,2,11,C027GNX29R6,iMac 24,macOS 15.5,2026-06-11,2026-07-04,Needs Attention
MAC-00507,MAC-BRS-00507,3692,6,5,C02O7HV864X,MacBook Pro 14,macOS 15.5,2025-11-05,2026-07-04,Managed
MAC-00508,MAC-BRS-00508,3895,6,11,C02QFCM15TJ,MacBook Pro 14,macOS 15.5,2026-04-09,2026-07-06,Managed
MAC-00509,MAC-USE-00509,9653,1,8,C02EBLL9VTP,MacBook Pro 16,macOS 15.5,2025-01-08,2026-07-05,Managed
MAC-00510,MAC-BRS-00510,6075,6,9,C02MF05UOJR,MacBook Pro 14,macOS 13.7,2025-06-26,2026-07-04,Managed
MAC-00511,MAC-EUW-00511,1453,4,10,C021GEHXHSD,MacBook Pro 14,macOS 15.5,2024-09-05,2026-06-23,Managed
MAC-00512,MAC-EUW-00512,2456,4,11,C02BL6EU4T8,Mac mini,macOS 15.5,2024-07-26,2026-07-06,Managed
MAC-00513,MAC-USE-00513,4678,1,2,C02GZG1VRQF,MacBook Pro 16,macOS 15.5,2026-02-27,2026-07-06,Managed
MAC-00514,MAC-SEA-00514,13389,5,9,C02FIGMX5MG,MacBook Pro 14,macOS 14.7,2024-12-08,2026-06-25,Managed
MAC-00515,MAC-BRS-00515,895,6,1,C02254PO3UP,MacBook Pro 14,macOS 15.5,2025-06-04,2026-07-07,Managed
MAC-00516,MAC-USW-00516,13449,2,2,C027CI6FKSE,MacBook Air 13,macOS 15.5,2025-07-16,2026-07-07,Managed
MAC-00517,MAC-USW-00517,1178,2,4,C02UJ4KE3G6,Mac mini,macOS 14.7,2025-05-12,2026-07-07,Managed
MAC-00518,MAC-BRS-00518,8960,6,4,C02BKRQPT30,iMac 24,macOS 15.5,2024-10-31,2026-07-05,Managed
MAC-00519,MAC-USW-00519,12367,2,2,C02ZCREFP0T,MacBook Air 13,macOS 15.5,2025-01-04,2026-07-05,Managed
MAC-00520,MAC-EUW-00520,8970,4,6,C02I5340J6C,MacBook Pro 16,macOS 15.4,2025-08-11,2026-05-24,Managed
MAC-00521,MAC-USW-00521,742,2,7,C02BN36PJTD,Mac mini,macOS 15.5,2025-01-19,2026-07-07,Enrollment Pending
MAC-00522,MAC-EUW-00522,240,4,7,C02BBVQDHXT,MacBook Pro 14,macOS 15.4,2025-02-04,2026-07-07,Managed
MAC-00523,MAC-EUW-00523,538,4,1,C02KQW7ZA25,iMac 24,macOS 15.4,2025-01-27,2026-07-05,Managed
MAC-00524,MAC-EUW-00524,674,4,6,C02JQIO7VHZ,MacBook Air 13,macOS 15.5,2025-11-02,2026-07-07,Managed
MAC-00525,MAC-EUW-00525,9938,4,1,C02HLHC7I37,MacBook Pro 14,macOS 14.7,2026-03-22,2026-07-06,Lost
MAC-00526,MAC-USE-00526,4564,1,4,C02LAKEF7VP,MacBook Pro 16,macOS 15.5,2026-05-21,2026-07-04,Managed
MAC-00527,MAC-EUW-00527,5255,4,2,C0238ILZ164,Mac mini,macOS 14.7,2025-10-23,2026-07-05,Managed
MAC-00528,MAC-BRS-00528,262,6,7,C02S9V32D0T,MacBook Pro 14,macOS 14.7,2025-07-09,2026-07-04,Managed
MAC-00529,MAC-USE-00529,12462,1,9,C0297XWZITQ,MacBook Air 13,macOS 15.4,2026-01-08,2026-07-07,Managed
MAC-00530,MAC-BRS-00530,9596,6,10,C02JVLJ1EX1,MacBook Pro 16,macOS 15.4,2025-10-03,2026-07-04,Managed
MAC-00531,MAC-SEA-00531,13106,5,2,C02XQJXCMPL,MacBook Pro 14,macOS 15.4,2025-12-31,2026-07-07,Managed
MAC-00532,MAC-EUW-00532,12563,4,5,C02V3TX8M9A,MacBook Pro 14,macOS 14.7,2025-06-22,2026-07-04,Managed
MAC-00533,MAC-USW-00533,2140,2,10,C02TASQBYQW,Mac mini,macOS 15.5,2026-03-29,2026-07-02,Managed
MAC-00534,MAC-EUW-00534,3298,4,12,C02J9ODB7UL,MacBook Pro 14,macOS 14.7,2024-10-21,2026-07-04,Managed
MAC-00535,MAC-EUW-00535,8843,4,10,C02QC9TDCY3,MacBook Pro 16,macOS 15.5,2025-10-29,2026-07-07,Managed
MAC-00536,MAC-USE-00536,8593,1,3,C027R0KYDQ4,Mac mini,macOS 15.5,2025-11-14,2026-07-04,Managed
MAC-00537,MAC-EUW-00537,7955,4,10,C02SUO6QO2W,MacBook Pro 16,macOS 15.5,2026-03-23,2026-07-05,Managed
MAC-00538,MAC-USE-00538,11878,1,4,C02IBRIETR7,MacBook Pro 14,macOS 15.5,2025-01-14,2026-07-04,Managed
MAC-00539,MAC-BRS-00539,12668,6,1,C02417006QU,MacBook Pro 16,macOS 15.4,2026-05-25,2026-07-02,Lost
MAC-00540,MAC-EUW-00540,1861,4,7,C024YH9CQ62,MacBook Pro 14,macOS 15.4,2025-07-25,2026-05-30,Managed
MAC-00541,MAC-EUN-00541,11766,3,6,C02K9HNM4VE,Mac mini,macOS 15.5,2025-09-04,2026-07-04,Managed
MAC-00542,MAC-SEA-00542,12141,5,10,C02HEMR7SZB,MacBook Pro 16,macOS 15.5,2025-01-31,2026-07-07,Managed
MAC-00543,MAC-EUW-00543,7729,4,12,C02Z84XP2BR,Mac mini,macOS 15.5,2026-03-06,2026-07-06,Needs Attention
MAC-00544,MAC-SEA-00544,2903,5,9,C027C1639E7,Mac mini,macOS 15.5,2024-09-12,2026-07-07,Managed
MAC-00545,MAC-USE-00545,1352,1,6,C027CAQ335U,MacBook Air 13,macOS 15.5,2025-12-05,2026-05-29,Managed
MAC-00546,MAC-EUN-00546,13096,3,10,C02MZCKX4IY,MacBook Air 13,macOS 15.5,2025-04-30,2026-07-05,Managed
MAC-00547,MAC-USW-00547,7850,2,4,C02VSFTUHC0,MacBook Pro 14,macOS 15.5,2026-03-21,2026-07-07,Managed
MAC-00548,MAC-USE-00548,11886,1,2,C02NLT6LWXV,MacBook Pro 14,macOS 14.7,2026-05-05,2026-07-05,Managed
MAC-00549,MAC-EUN-00549,6364,3,10,C02C7T40C0W,MacBook Air 13,macOS 14.7,2026-05-27,2026-06-27,Managed
MAC-00550,MAC-EUN-00550,6048,3,4,C02DUKDZEND,Mac mini,macOS 15.5,2026-04-17,2026-07-06,Managed
MAC-00551,MAC-USW-00551,1975,2,11,C02KIV0JR2N,MacBook Pro 16,macOS 15.4,2025-04-23,2026-06-26,Managed
MAC-00552,MAC-EUN-00552,13386,3,3,C02D8WRSEH7,Mac mini,macOS 15.5,2024-11-12,2026-07-04,Managed
MAC-00553,MAC-USW-00553,8405,2,2,C02ENQ1RL2H,iMac 24,macOS 15.5,2024-08-09,2026-07-04,Managed
MAC-00554,MAC-USW-00554,12144,2,10,C02WTTXMNGF,MacBook Pro 14,macOS 15.4,2026-04-09,2026-07-07,Managed
MAC-00555,MAC-USW-00555,10142,2,10,C0269Z9GNN0,MacBook Air 13,macOS 15.5,2024-07-25,2026-06-14,Managed
MAC-00556,MAC-USE-00556,8146,1,1,C02NM9Y4C5A,MacBook Pro 16,macOS 15.4,2025-02-10,2026-07-04,Managed
MAC-00557,MAC-EUW-00557,3810,4,10,C028CVNQK0L,MacBook Pro 16,macOS 15.5,2025-08-01,2026-07-05,Managed
MAC-00558,MAC-SEA-00558,1106,5,1,C02XTZMHWSR,MacBook Pro 14,macOS 15.5,2025-03-07,2026-07-06,Managed
MAC-00559,MAC-USE-00559,10853,1,4,C023D3ATJWZ,Mac mini,macOS 13.7,2024-09-11,2026-07-01,Managed
MAC-00560,MAC-EUN-00560,4505,3,11,C029DRSJ3DG,MacBook Pro 14,macOS 15.5,2026-01-20,2026-07-04,Managed
MAC-00561,MAC-BRS-00561,1133,6,8,C02SFNL5K7P,MacBook Pro 14,macOS 14.7,2025-10-21,2026-07-07,Needs Attention
MAC-00562,MAC-BRS-00562,6586,6,5,C02TAHBATET,Mac mini,macOS 15.4,2025-10-01,2026-06-26,Needs Attention
MAC-00563,MAC-USW-00563,9697,2,12,C02YORKOGB5,MacBook Pro 16,macOS 15.4,2025-12-03,2026-07-06,Managed
MAC-00564,MAC-USE-00564,4732,1,10,C025Q2GY0S7,MacBook Air 13,macOS 14.7,2025-07-05,2026-07-06,Needs Attention
MAC-00565,MAC-BRS-00565,3469,6,11,C025VDJWI3R,MacBook Air 13,macOS 15.5,2025-12-23,2026-07-05,Retired
MAC-00566,MAC-USE-00566,8097,1,9,C02SIXZFTH6,MacBook Pro 16,macOS 15.4,2025-05-18,2026-07-07,Managed
MAC-00567,MAC-USE-00567,10476,1,4,C020P5CSNKD,MacBook Pro 14,macOS 15.4,2025-07-30,2026-07-07,Managed
MAC-00568,MAC-EUW-00568,8679,4,2,C02485QGPPO,MacBook Pro 16,macOS 15.5,2025-10-21,2026-07-07,Managed
MAC-00569,MAC-EUN-00569,10912,3,1,C024U0NGDBM,Mac mini,macOS 15.5,2024-07-17,2026-07-06,Managed
MAC-00570,MAC-EUW-00570,1744,4,6,C0280IZXMZK,MacBook Air 13,macOS 15.5,2025-01-19,2026-07-06,Managed
MAC-00571,MAC-EUW-00571,8951,4,2,C02144ERVWW,Mac mini,macOS 15.5,2024-08-22,2026-07-07,Managed
MAC-00572,MAC-EUN-00572,13466,3,10,C025A29FVL5,MacBook Air 13,macOS 15.5,2025-08-24,2026-07-05,Managed
MAC-00573,MAC-BRS-00573,4995,6,1,C02UKJ4IMI8,Mac mini,macOS 15.5,2025-03-10,2026-05-10,Managed
MAC-00574,MAC-USW-00574,11994,2,6,C02AYMLCGVN,MacBook Air 13,macOS 14.7,2025-02-16,2026-07-07,Managed
MAC-00575,MAC-USW-00575,8228,2,11,C02J2FI0KKO,MacBook Pro 14,macOS 14.7,2026-05-11,2026-07-04,Managed
MAC-00576,MAC-EUN-00576,11620,3,5,C02CUGKJ9YY,MacBook Pro 16,macOS 15.4,2025-08-06,2026-07-05,Managed
MAC-00577,MAC-BRS-00577,379,6,8,C02NTSMWIVN,iMac 24,macOS 14.7,2024-08-08,2026-06-26,Needs Attention
MAC-00578,MAC-BRS-00578,80,6,5,C02HYBBKI6E,MacBook Pro 14,macOS 15.4,2025-08-31,2026-07-06,Managed
MAC-00579,MAC-EUN-00579,6090,3,7,C02QFZ1MGYH,iMac 24,macOS 15.4,2024-08-24,2026-07-07,Managed
MAC-00580,MAC-EUN-00580,9197,3,9,C02GLZE5WQT,iMac 24,macOS 15.4,2025-02-01,2026-07-05,Managed
MAC-00581,MAC-EUW-00581,11129,4,11,C029YT0204S,iMac 24,macOS 15.5,2024-12-01,2026-07-04,Managed
MAC-00582,MAC-USE-00582,1741,1,2,C02H1M5TIPD,MacBook Air 13,macOS 15.5,2025-02-27,2026-07-07,Managed
MAC-00583,MAC-SEA-00583,1886,5,4,C02TZ8FCX2W,MacBook Pro 16,macOS 15.5,2025-08-05,2026-07-01,Managed
MAC-00584,MAC-BRS-00584,5317,6,5,C02K4IXNHTR,iMac 24,macOS 15.5,2025-09-24,2026-06-23,Managed
MAC-00585,MAC-USW-00585,3050,2,9,C02CFB3BVL5,Mac mini,macOS 14.7,2025-02-01,2026-07-04,Managed
MAC-00586,MAC-USE-00586,5112,1,9,C02AB957LSZ,MacBook Pro 16,macOS 15.5,2026-05-26,2026-07-06,Retired
MAC-00587,MAC-SEA-00587,11306,5,5,C02RR7TH34T,iMac 24,macOS 15.5,2024-11-14,2026-07-04,Managed
MAC-00588,MAC-USW-00588,13319,2,4,C02NZTM0QWB,MacBook Air 13,macOS 15.5,2025-08-14,2026-06-27,Managed
MAC-00589,MAC-SEA-00589,3515,5,5,C026QB879HD,MacBook Pro 14,macOS 15.5,2026-04-22,2026-07-04,Managed
MAC-00590,MAC-EUN-00590,4241,3,7,C0277PT5BFC,MacBook Pro 14,macOS 14.7,2025-02-15,2026-07-06,Managed
MAC-00591,MAC-SEA-00591,8636,5,3,C02TYL9MYR4,iMac 24,macOS 15.5,2025-09-08,2026-06-02,Managed
MAC-00592,MAC-SEA-00592,5689,5,8,C02UDRNRT5K,MacBook Air 13,macOS 15.5,2024-09-14,2026-06-26,Managed
MAC-00593,MAC-EUN-00593,9577,3,8,C02GD0LIPSS,MacBook Air 13,macOS 15.4,2025-03-24,2026-07-05,Managed
MAC-00594,MAC-BRS-00594,10759,6,9,C02L0VOOF0U,MacBook Air 13,macOS 15.5,2025-07-19,2026-07-06,Managed
MAC-00595,MAC-EUN-00595,3319,3,8,C025W756N07,iMac 24,macOS 14.7,2025-06-21,2026-07-05,Managed
MAC-00596,MAC-BRS-00596,329,6,4,C02I67YG1ZJ,Mac mini,macOS 14.7,2026-02-18,2026-07-07,Managed
MAC-00597,MAC-EUW-00597,6902,4,4,C027WQ13XP0,MacBook Pro 14,macOS 14.7,2025-11-30,2026-07-07,Managed
MAC-00598,MAC-SEA-00598,5141,5,10,C02UW9M6R89,iMac 24,macOS 15.5,2025-02-14,2026-07-04,Managed
