CloudPCID,CloudPCName,UserKey,RegionKey,BUKey,ProvisioningPolicy,LicenseSKU,Status,vCPU,MemoryGB,DiskGB,DiskType,OSVersion,IPAddress,AzureResourceGroup,ProvisionedDate,EnrolledDate,LastLoginDate,DaysSinceLastLogin,InactivityBucket
CPC-07354,CPC-USE-07354,7354,1,11,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.1.28.186,rg-w365-use-11,2025-11-05,2025-11-07,2026-06-26,11,Active <15 Days
CPC-07355,CPC-EUW-07355,7355,4,2,W365-EMEA-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 24H2,10.4.28.187,rg-w365-euw-02,2026-04-10,2026-04-11,2026-06-27,10,Active <15 Days
CPC-07356,CPC-EUN-07356,7356,3,11,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.3.28.188,rg-w365-eun-11,2025-11-11,2025-11-13,2026-05-21,47,45+ Days
CPC-07357,CPC-USW-07357,7357,2,2,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.28.189,rg-w365-usw-02,2025-11-03,2025-11-04,2026-07-01,6,Active <15 Days
CPC-07358,CPC-SEA-07358,7358,5,4,W365-APAC-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.28.190,rg-w365-sea-04,2026-02-08,2026-02-09,2026-07-07,0,Active <15 Days
CPC-07359,CPC-SEA-07359,7359,5,11,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.5.28.191,rg-w365-sea-11,2025-06-08,2025-06-09,2026-07-01,6,Active <15 Days
CPC-07360,CPC-USE-07360,7360,1,12,W365-US-East-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.1.28.192,rg-w365-use-12,2026-02-07,2026-02-09,2026-06-23,14,Active <15 Days
CPC-07361,CPC-USE-07361,7361,1,7,W365-US-East-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.1.28.193,rg-w365-use-07,2025-05-18,2025-05-20,2026-06-28,9,Active <15 Days
CPC-07362,CPC-USW-07362,7362,2,1,W365-US-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.28.194,rg-w365-usw-01,2026-05-27,2026-05-29,2026-06-27,10,Active <15 Days
CPC-07363,CPC-EUW-07363,7363,4,8,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.4.28.195,rg-w365-euw-08,2026-04-11,2026-04-11,2026-07-02,5,Active <15 Days
CPC-07364,CPC-EUW-07364,7364,4,8,W365-EMEA-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.4.28.196,rg-w365-euw-08,2026-01-09,2026-01-09,2026-03-24,105,45+ Days
CPC-07365,CPC-USE-07365,7365,1,8,W365-US-East-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.1.28.197,rg-w365-use-08,2025-05-25,2025-05-26,2026-06-24,13,Active <15 Days
CPC-07366,CPC-SEA-07366,7366,5,1,W365-APAC-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.5.28.198,rg-w365-sea-01,2025-08-04,2025-08-06,2026-06-25,12,Active <15 Days
CPC-07367,CPC-USW-07367,7367,2,12,W365-US-West-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.2.28.199,rg-w365-usw-12,2025-05-15,2025-05-16,2026-06-29,8,Active <15 Days
CPC-07368,CPC-EUW-07368,7368,4,8,W365-EMEA-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.28.200,rg-w365-euw-08,2026-03-06,2026-03-06,2026-07-07,0,Active <15 Days
CPC-07369,CPC-BRS-07369,7369,6,3,W365-LATAM-SharedOps,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 23H2,10.6.28.201,rg-w365-brs-03,2026-05-23,2026-05-24,2026-06-26,11,Active <15 Days
CPC-07370,CPC-SEA-07370,7370,5,1,W365-APAC-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.28.202,rg-w365-sea-01,2025-12-19,2025-12-20,2026-07-07,0,Active <15 Days
CPC-07371,CPC-EUW-07371,7371,4,10,W365-EMEA-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.4.28.203,rg-w365-euw-10,2025-06-16,2025-06-17,2026-05-10,58,45+ Days
CPC-07372,CPC-USE-07372,7372,1,9,W365-US-East-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.1.28.204,rg-w365-use-09,2025-08-13,2025-08-13,2026-06-27,10,Active <15 Days
CPC-07373,CPC-USW-07373,7373,2,2,W365-US-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 23H2,10.2.28.205,rg-w365-usw-02,2025-10-15,2025-10-16,2026-06-16,21,15-45 Days
CPC-07374,CPC-SEA-07374,7374,5,11,W365-APAC-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.28.206,rg-w365-sea-11,2026-05-22,2026-05-22,2026-06-29,8,Active <15 Days
CPC-07375,CPC-EUW-07375,7375,4,5,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.4.28.207,rg-w365-euw-05,2025-08-30,2025-08-30,2026-07-04,3,Active <15 Days
CPC-07376,CPC-BRS-07376,7376,6,2,W365-LATAM-Standard,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.6.28.208,rg-w365-brs-02,2026-03-27,2026-03-27,2026-06-29,8,Active <15 Days
CPC-07377,CPC-EUN-07377,7377,3,8,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.28.209,rg-w365-eun-08,2026-04-10,2026-04-10,2026-04-25,73,45+ Days
CPC-07378,CPC-USE-07378,7378,1,11,W365-US-East-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.1.28.210,rg-w365-use-11,2026-02-09,2026-02-11,2026-04-15,83,45+ Days
CPC-07379,CPC-USW-07379,7379,2,8,W365-US-West-Dev,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 23H2,10.2.28.211,rg-w365-usw-08,2025-11-05,2025-11-07,2026-06-30,7,Active <15 Days
CPC-07380,CPC-EUW-07380,7380,4,11,W365-EMEA-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 23H2,10.4.28.212,rg-w365-euw-11,2025-07-22,2025-07-23,2026-06-27,10,Active <15 Days
CPC-07381,CPC-USE-07381,7381,1,5,W365-US-East-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.28.213,rg-w365-use-05,2026-02-09,2026-02-10,2026-06-26,11,Active <15 Days
CPC-07382,CPC-USW-07382,7382,2,10,W365-US-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.28.214,rg-w365-usw-10,2026-06-13,2026-06-13,2026-06-25,12,Active <15 Days
CPC-07383,CPC-USE-07383,7383,1,2,W365-US-East-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.1.28.215,rg-w365-use-02,2026-01-07,2026-01-09,2026-03-11,118,45+ Days
CPC-07384,CPC-EUN-07384,7384,3,2,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Standard SSD,Windows 11 Enterprise 24H2,10.3.28.216,rg-w365-eun-02,2026-01-27,2026-01-28,2026-06-27,10,Active <15 Days
CPC-07385,CPC-USW-07385,7385,2,12,W365-US-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,InGracePeriod,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.28.217,rg-w365-usw-12,2026-02-08,2026-02-09,2026-06-27,10,Active <15 Days
CPC-07386,CPC-USE-07386,7386,1,8,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.28.218,rg-w365-use-08,2025-11-08,2025-11-09,2026-07-07,0,Active <15 Days
CPC-07387,CPC-EUN-07387,7387,3,5,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.28.219,rg-w365-eun-05,2026-06-14,2026-06-15,2026-06-26,11,Active <15 Days
CPC-07388,CPC-SEA-07388,7388,5,10,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.5.28.220,rg-w365-sea-10,2026-02-08,2026-02-08,2026-06-23,14,Active <15 Days
CPC-07389,CPC-EUN-07389,7389,3,10,W365-EMEA-North-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.3.28.221,rg-w365-eun-10,2025-08-15,2025-08-15,2026-07-05,2,Active <15 Days
CPC-07390,CPC-BRS-07390,7390,6,9,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.6.28.222,rg-w365-brs-09,2026-05-23,2026-05-23,2026-06-25,12,Active <15 Days
CPC-07391,CPC-EUW-07391,7391,4,8,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.28.223,rg-w365-euw-08,2026-01-15,2026-01-17,2026-03-22,107,45+ Days
CPC-07392,CPC-EUW-07392,7392,4,10,W365-EMEA-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.28.224,rg-w365-euw-10,2026-04-14,2026-04-15,2026-06-28,9,Active <15 Days
CPC-07393,CPC-USW-07393,7393,2,8,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.28.225,rg-w365-usw-08,2025-11-23,2025-11-25,2026-04-22,76,45+ Days
CPC-07394,CPC-EUN-07394,7394,3,11,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/128GB,InGracePeriod,4,16,128,Standard SSD,Windows 11 Enterprise 23H2,10.3.28.226,rg-w365-eun-11,2025-11-28,2025-11-29,2026-07-01,6,Active <15 Days
CPC-07395,CPC-EUW-07395,7395,4,6,W365-EMEA-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,PendingProvisioning,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.28.227,rg-w365-euw-06,2025-10-13,2025-10-13,2026-06-26,11,Active <15 Days
CPC-07396,CPC-USE-07396,7396,1,2,W365-US-East-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.1.28.228,rg-w365-use-02,2026-03-20,2026-03-22,2026-04-03,95,45+ Days
CPC-07397,CPC-USW-07397,7397,2,3,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.28.229,rg-w365-usw-03,2025-11-30,2025-11-30,2026-04-01,97,45+ Days
CPC-07398,CPC-USW-07398,7398,2,1,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.28.230,rg-w365-usw-01,2025-05-26,2025-05-27,2026-07-01,6,Active <15 Days
CPC-07399,CPC-USE-07399,7399,1,4,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.1.28.231,rg-w365-use-04,2025-09-02,2025-09-03,2026-07-06,1,Active <15 Days
CPC-07400,CPC-EUW-07400,7400,4,5,W365-EMEA-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.4.28.232,rg-w365-euw-05,2026-06-15,2026-06-15,2026-07-03,4,Active <15 Days
CPC-07401,CPC-USE-07401,7401,1,5,W365-US-East-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 24H2,10.1.28.233,rg-w365-use-05,2026-03-31,2026-03-31,2026-07-02,5,Active <15 Days
CPC-07402,CPC-USW-07402,7402,2,12,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.2.28.234,rg-w365-usw-12,2025-11-03,2025-11-04,2026-06-27,10,Active <15 Days
CPC-07403,CPC-BRS-07403,7403,6,11,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Standard SSD,Windows 11 Enterprise 23H2,10.6.28.235,rg-w365-brs-11,2025-11-12,2025-11-14,2026-07-04,3,Active <15 Days
CPC-07404,CPC-EUN-07404,7404,3,2,W365-EMEA-North-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.3.28.236,rg-w365-eun-02,2026-05-26,2026-05-27,2026-06-29,8,Active <15 Days
CPC-07405,CPC-USE-07405,7405,1,9,W365-US-East-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.28.237,rg-w365-use-09,2025-07-22,2025-07-22,2026-06-27,10,Active <15 Days
CPC-07406,CPC-EUW-07406,7406,4,10,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Failed,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.4.28.238,rg-w365-euw-10,2026-04-16,2026-04-16,2026-05-24,44,15-45 Days
CPC-07407,CPC-EUN-07407,7407,3,7,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.28.239,rg-w365-eun-07,2026-04-24,2026-04-26,2026-07-07,0,Active <15 Days
CPC-07408,CPC-EUN-07408,7408,3,11,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 23H2,10.3.28.240,rg-w365-eun-11,2026-03-15,2026-03-17,2026-07-06,1,Active <15 Days
CPC-07409,CPC-BRS-07409,7409,6,12,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.6.28.241,rg-w365-brs-12,2025-09-18,2025-09-18,2026-03-26,103,45+ Days
CPC-07410,CPC-EUN-07410,7410,3,11,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.3.28.242,rg-w365-eun-11,2025-06-18,2025-06-19,2026-06-30,7,Active <15 Days
CPC-07411,CPC-SEA-07411,7411,5,11,W365-APAC-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.5.28.243,rg-w365-sea-11,2025-07-15,2025-07-17,2026-06-27,10,Active <15 Days
CPC-07412,CPC-EUN-07412,7412,3,6,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.3.28.244,rg-w365-eun-06,2025-10-01,2025-10-01,2026-07-07,0,Active <15 Days
CPC-07413,CPC-EUW-07413,7413,4,6,W365-EMEA-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.28.245,rg-w365-euw-06,2025-06-15,2025-06-16,2026-07-01,6,Active <15 Days
CPC-07414,CPC-EUN-07414,7414,3,5,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 23H2,10.3.28.246,rg-w365-eun-05,2026-01-11,2026-01-13,2026-06-26,11,Active <15 Days
CPC-07415,CPC-BRS-07415,7415,6,9,W365-LATAM-SharedOps,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.28.247,rg-w365-brs-09,2025-08-26,2025-08-28,2026-07-03,4,Active <15 Days
CPC-07416,CPC-BRS-07416,7416,6,2,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.6.28.248,rg-w365-brs-02,2026-01-08,2026-01-08,2026-06-29,8,Active <15 Days
CPC-07417,CPC-SEA-07417,7417,5,5,W365-APAC-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 24H2,10.5.28.249,rg-w365-sea-05,2026-04-13,2026-04-14,2026-06-28,9,Active <15 Days
CPC-07418,CPC-USE-07418,7418,1,12,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.1.28.250,rg-w365-use-12,2026-05-19,2026-05-20,2026-06-07,30,15-45 Days
CPC-07419,CPC-EUN-07419,7419,3,2,W365-EMEA-North-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.3.28.251,rg-w365-eun-02,2025-11-26,2025-11-28,2026-07-05,2,Active <15 Days
CPC-07420,CPC-USW-07420,7420,2,6,W365-US-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.28.252,rg-w365-usw-06,2025-09-30,2025-09-30,2026-07-06,1,Active <15 Days
CPC-07421,CPC-EUW-07421,7421,4,2,W365-EMEA-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.4.28.253,rg-w365-euw-02,2025-11-13,2025-11-15,2026-07-03,4,Active <15 Days
CPC-07422,CPC-USW-07422,7422,2,8,W365-US-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.28.254,rg-w365-usw-08,2025-06-25,2025-06-25,2026-07-07,0,Active <15 Days
CPC-07423,CPC-SEA-07423,7423,5,7,W365-APAC-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.28.255,rg-w365-sea-07,2025-08-27,2025-08-29,2026-06-23,14,Active <15 Days
CPC-07424,CPC-USW-07424,7424,2,6,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.29.0,rg-w365-usw-06,2025-09-18,2025-09-20,2026-06-30,7,Active <15 Days
CPC-07425,CPC-BRS-07425,7425,6,12,W365-LATAM-SharedOps,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.6.29.1,rg-w365-brs-12,2025-05-18,2025-05-18,2026-06-25,12,Active <15 Days
CPC-07426,CPC-SEA-07426,7426,5,1,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 24H2,10.5.29.2,rg-w365-sea-01,2026-01-24,2026-01-24,2026-07-06,1,Active <15 Days
CPC-07427,CPC-EUW-07427,7427,4,3,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 23H2,10.4.29.3,rg-w365-euw-03,2026-01-29,2026-01-31,2026-06-30,7,Active <15 Days
CPC-07428,CPC-BRS-07428,7428,6,6,W365-LATAM-SharedOps,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 23H2,10.6.29.4,rg-w365-brs-06,2025-09-14,2025-09-16,2026-06-25,12,Active <15 Days
CPC-07429,CPC-EUW-07429,7429,4,7,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.4.29.5,rg-w365-euw-07,2025-12-05,2025-12-07,2026-07-04,3,Active <15 Days
CPC-07430,CPC-USE-07430,7430,1,6,W365-US-East-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.1.29.6,rg-w365-use-06,2026-06-11,2026-06-11,2026-07-02,5,Active <15 Days
CPC-07431,CPC-USE-07431,7431,1,9,W365-US-East-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.29.7,rg-w365-use-09,2025-10-29,2025-10-29,2026-07-02,5,Active <15 Days
CPC-07432,CPC-EUN-07432,7432,3,5,W365-EMEA-North-Privileged,W365 Enterprise 2vCPU/8GB/128GB,PendingProvisioning,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.29.8,rg-w365-eun-05,2025-12-04,2025-12-05,2026-07-04,3,Active <15 Days
CPC-07433,CPC-EUN-07433,7433,3,4,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.3.29.9,rg-w365-eun-04,2025-06-07,2025-06-07,2026-07-01,6,Active <15 Days
CPC-07434,CPC-USE-07434,7434,1,7,W365-US-East-Privileged,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.1.29.10,rg-w365-use-07,2026-01-04,2026-01-04,2026-06-29,8,Active <15 Days
CPC-07435,CPC-SEA-07435,7435,5,9,W365-APAC-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.29.11,rg-w365-sea-09,2025-07-19,2025-07-20,2026-05-18,50,45+ Days
CPC-07436,CPC-EUW-07436,7436,4,10,W365-EMEA-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.29.12,rg-w365-euw-10,2026-06-10,2026-06-12,2026-06-28,9,Active <15 Days
CPC-07437,CPC-USW-07437,7437,2,9,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.29.13,rg-w365-usw-09,2025-09-18,2025-09-19,2026-06-24,13,Active <15 Days
CPC-07438,CPC-USE-07438,7438,1,7,W365-US-East-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.29.14,rg-w365-use-07,2025-08-01,2025-08-03,2026-06-03,34,15-45 Days
CPC-07439,CPC-USE-07439,7439,1,8,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.29.15,rg-w365-use-08,2026-05-27,2026-05-29,2026-06-26,11,Active <15 Days
CPC-07440,CPC-USW-07440,7440,2,9,W365-US-West-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.2.29.16,rg-w365-usw-09,2026-03-14,2026-03-14,2026-06-30,7,Active <15 Days
CPC-07441,CPC-EUW-07441,7441,4,9,W365-EMEA-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.29.17,rg-w365-euw-09,2026-01-15,2026-01-16,2026-06-29,8,Active <15 Days
CPC-07442,CPC-BRS-07442,7442,6,5,W365-LATAM-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.29.18,rg-w365-brs-05,2026-06-14,2026-06-15,2026-07-07,0,Active <15 Days
CPC-07443,CPC-EUN-07443,7443,3,12,W365-EMEA-North-Privileged,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 10 Enterprise 22H2,10.3.29.19,rg-w365-eun-12,2026-05-02,2026-05-02,2026-07-02,5,Active <15 Days
CPC-07444,CPC-BRS-07444,7444,6,7,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 10 Enterprise 22H2,10.6.29.20,rg-w365-brs-07,2025-08-21,2025-08-22,2026-07-06,1,Active <15 Days
CPC-07445,CPC-EUW-07445,7445,4,8,W365-EMEA-West-Dev,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.4.29.21,rg-w365-euw-08,2025-09-20,2025-09-22,2026-07-01,6,Active <15 Days
CPC-07446,CPC-EUN-07446,7446,3,3,W365-EMEA-North-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.3.29.22,rg-w365-eun-03,2026-03-24,2026-03-25,2026-06-23,14,Active <15 Days
CPC-07447,CPC-EUW-07447,7447,4,10,W365-EMEA-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 23H2,10.4.29.23,rg-w365-euw-10,2025-05-16,2025-05-16,2026-07-03,4,Active <15 Days
CPC-07448,CPC-SEA-07448,7448,5,12,W365-APAC-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 24H2,10.5.29.24,rg-w365-sea-12,2025-08-29,2025-08-31,2026-06-14,23,15-45 Days
