CostMonth,BUKey,RegionKey,ServiceCategory,ConsumedUnits,UnitCost,MonthlyCost,Currency
2026-05-01,11,3,Windows 365 License,206,70.4541,14513.54,USD
2026-05-01,11,3,Cloud PC Compute,206,20.9441,4314.48,USD
2026-05-01,11,3,Cloud PC Storage,206,7.5984,1565.28,USD
2026-05-01,11,3,NAT Gateway,4749,0.0415,197.27,USD
2026-05-01,11,3,Monitoring / Exoprise,206,2.2264,458.64,USD
2026-05-01,11,3,Mac Management,23,5.8337,134.18,USD
2026-05-01,11,4,Windows 365 License,192,73.3949,14091.82,USD
2026-05-01,11,4,Cloud PC Compute,192,19.9695,3834.15,USD
2026-05-01,11,4,Cloud PC Storage,192,7.6514,1469.06,USD
2026-05-01,11,4,NAT Gateway,5113,0.044,224.91,USD
2026-05-01,11,4,Monitoring / Exoprise,192,2.2901,439.7,USD
2026-05-01,11,4,Mac Management,18,6.2961,113.33,USD
2026-05-01,11,5,Windows 365 License,209,70.2473,14681.69,USD
2026-05-01,11,5,Cloud PC Compute,209,19.4992,4075.32,USD
2026-05-01,11,5,Cloud PC Storage,209,7.2306,1511.2,USD
2026-05-01,11,5,NAT Gateway,4893,0.0407,199.14,USD
2026-05-01,11,5,Monitoring / Exoprise,209,2.2265,465.34,USD
2026-05-01,11,5,Mac Management,20,5.7496,114.99,USD
2026-05-01,11,6,Windows 365 License,185,70.7895,13096.06,USD
2026-05-01,11,6,Cloud PC Compute,185,20.6814,3826.06,USD
2026-05-01,11,6,Cloud PC Storage,185,7.9566,1471.97,USD
2026-05-01,11,6,NAT Gateway,4884,0.0453,221.44,USD
2026-05-01,11,6,Monitoring / Exoprise,185,2.2439,415.11,USD
2026-05-01,11,6,Mac Management,21,5.7945,121.69,USD
2026-05-01,12,1,Windows 365 License,206,69.2433,14264.12,USD
2026-05-01,12,1,Cloud PC Compute,206,20.0198,4124.08,USD
2026-05-01,12,1,Cloud PC Storage,206,7.5208,1549.28,USD
2026-05-01,12,1,NAT Gateway,863,0.0444,38.31,USD
2026-05-01,12,1,Monitoring / Exoprise,206,2.3244,478.82,USD
2026-05-01,12,1,Mac Management,16,6.2757,100.41,USD
2026-05-01,12,2,Windows 365 License,197,69.9086,13772.0,USD
2026-05-01,12,2,Cloud PC Compute,197,19.6914,3879.21,USD
2026-05-01,12,2,Cloud PC Storage,197,7.8865,1553.64,USD
2026-05-01,12,2,NAT Gateway,4106,0.0435,178.74,USD
2026-05-01,12,2,Monitoring / Exoprise,197,2.3511,463.17,USD
2026-05-01,12,2,Mac Management,17,5.9098,100.47,USD
2026-05-01,12,3,Windows 365 License,163,67.9468,11075.33,USD
2026-05-01,12,3,Cloud PC Compute,163,21.2942,3470.96,USD
2026-05-01,12,3,Cloud PC Storage,163,7.4493,1214.24,USD
2026-05-01,12,3,NAT Gateway,4938,0.0424,209.28,USD
2026-05-01,12,3,Monitoring / Exoprise,163,2.1584,351.82,USD
2026-05-01,12,3,Mac Management,14,6.0794,85.11,USD
2026-05-01,12,4,Windows 365 License,193,68.8261,13283.43,USD
2026-05-01,12,4,Cloud PC Compute,193,21.2752,4106.12,USD
2026-05-01,12,4,Cloud PC Storage,193,7.12,1374.16,USD
2026-05-01,12,4,NAT Gateway,4868,0.0474,230.71,USD
2026-05-01,12,4,Monitoring / Exoprise,193,2.3262,448.95,USD
2026-05-01,12,4,Mac Management,26,6.1858,160.83,USD
2026-05-01,12,5,Windows 365 License,181,73.8732,13371.05,USD
2026-05-01,12,5,Cloud PC Compute,181,19.5103,3531.37,USD
2026-05-01,12,5,Cloud PC Storage,181,6.9208,1252.66,USD
2026-05-01,12,5,NAT Gateway,3499,0.0454,158.79,USD
2026-05-01,12,5,Monitoring / Exoprise,181,2.3293,421.6,USD
2026-05-01,12,5,Mac Management,14,5.7907,81.07,USD
2026-05-01,12,6,Windows 365 License,198,72.6797,14390.59,USD
2026-05-01,12,6,Cloud PC Compute,198,21.328,4222.94,USD
2026-05-01,12,6,Cloud PC Storage,198,7.699,1524.4,USD
2026-05-01,12,6,NAT Gateway,1217,0.045,54.74,USD
2026-05-01,12,6,Monitoring / Exoprise,198,2.1974,435.08,USD
2026-05-01,12,6,Mac Management,21,5.7828,121.44,USD
2026-06-01,1,1,Windows 365 License,176,73.0068,12849.19,USD
2026-06-01,1,1,Cloud PC Compute,176,19.3569,3406.82,USD
2026-06-01,1,1,Cloud PC Storage,176,7.773,1368.05,USD
2026-06-01,1,1,NAT Gateway,5963,0.0451,269.06,USD
2026-06-01,1,1,Monitoring / Exoprise,176,2.1468,377.84,USD
2026-06-01,1,1,Mac Management,17,5.9726,101.53,USD
2026-06-01,1,2,Windows 365 License,216,71.3967,15421.68,USD
2026-06-01,1,2,Cloud PC Compute,216,21.4462,4632.39,USD
2026-06-01,1,2,Cloud PC Storage,216,6.8876,1487.73,USD
2026-06-01,1,2,NAT Gateway,4694,0.0498,233.66,USD
2026-06-01,1,2,Monitoring / Exoprise,216,2.1827,471.46,USD
2026-06-01,1,2,Mac Management,25,5.9164,147.91,USD
2026-06-01,1,3,Windows 365 License,190,72.2651,13730.37,USD
2026-06-01,1,3,Cloud PC Compute,190,21.4754,4080.32,USD
2026-06-01,1,3,Cloud PC Storage,190,6.7991,1291.83,USD
2026-06-01,1,3,NAT Gateway,2295,0.0399,91.52,USD
2026-06-01,1,3,Monitoring / Exoprise,190,2.33,442.71,USD
2026-06-01,1,3,Mac Management,22,6.28,138.16,USD
2026-06-01,1,4,Windows 365 License,218,75.2644,16407.64,USD
2026-06-01,1,4,Cloud PC Compute,218,18.3392,3997.94,USD
2026-06-01,1,4,Cloud PC Storage,218,7.6571,1669.24,USD
2026-06-01,1,4,NAT Gateway,6765,0.0404,273.24,USD
2026-06-01,1,4,Monitoring / Exoprise,218,2.3404,510.2,USD
2026-06-01,1,4,Mac Management,23,6.2776,144.38,USD
2026-06-01,1,5,Windows 365 License,198,69.889,13838.01,USD
2026-06-01,1,5,Cloud PC Compute,198,21.2087,4199.32,USD
2026-06-01,1,5,Cloud PC Storage,198,7.978,1579.65,USD
2026-06-01,1,5,NAT Gateway,4892,0.0443,216.8,USD
2026-06-01,1,5,Monitoring / Exoprise,198,2.191,433.83,USD
2026-06-01,1,5,Mac Management,19,6.0678,115.29,USD
2026-06-01,1,6,Windows 365 License,207,72.0662,14917.71,USD
2026-06-01,1,6,Cloud PC Compute,207,18.7032,3871.55,USD
2026-06-01,1,6,Cloud PC Storage,207,7.5829,1569.66,USD
2026-06-01,1,6,NAT Gateway,4901,0.0469,230.03,USD
2026-06-01,1,6,Monitoring / Exoprise,207,2.142,443.39,USD
2026-06-01,1,6,Mac Management,31,6.2421,193.5,USD
2026-06-01,2,1,Windows 365 License,180,73.5923,13246.62,USD
2026-06-01,2,1,Cloud PC Compute,180,20.5185,3693.33,USD
2026-06-01,2,1,Cloud PC Storage,180,7.25,1305.01,USD
2026-06-01,2,1,NAT Gateway,4896,0.0436,213.67,USD
2026-06-01,2,1,Monitoring / Exoprise,180,2.2012,396.21,USD
2026-06-01,2,1,Mac Management,21,5.7061,119.83,USD
2026-06-01,2,2,Windows 365 License,195,70.1372,13676.75,USD
2026-06-01,2,2,Cloud PC Compute,195,18.3569,3579.59,USD
2026-06-01,2,2,Cloud PC Storage,195,7.4446,1451.69,USD
2026-06-01,2,2,NAT Gateway,2916,0.0412,120.15,USD
2026-06-01,2,2,Monitoring / Exoprise,195,2.2838,445.34,USD
2026-06-01,2,2,Mac Management,29,5.8481,169.59,USD
2026-06-01,2,3,Windows 365 License,198,68.4173,13546.62,USD
2026-06-01,2,3,Cloud PC Compute,198,21.2053,4198.64,USD
2026-06-01,2,3,Cloud PC Storage,198,7.2394,1433.41,USD
2026-06-01,2,3,NAT Gateway,6990,0.0453,316.85,USD
2026-06-01,2,3,Monitoring / Exoprise,198,2.2557,446.62,USD
2026-06-01,2,3,Mac Management,17,5.7752,98.18,USD
2026-06-01,2,4,Windows 365 License,190,67.6995,12862.9,USD
2026-06-01,2,4,Cloud PC Compute,190,18.9137,3593.6,USD
2026-06-01,2,4,Cloud PC Storage,190,7.7384,1470.3,USD
2026-06-01,2,4,NAT Gateway,3511,0.0455,159.61,USD
2026-06-01,2,4,Monitoring / Exoprise,190,2.2122,420.32,USD
2026-06-01,2,4,Mac Management,28,5.9274,165.97,USD
2026-06-01,2,5,Windows 365 License,200,71.8346,14366.93,USD
2026-06-01,2,5,Cloud PC Compute,200,21.1159,4223.17,USD
2026-06-01,2,5,Cloud PC Storage,200,8.2152,1643.04,USD
2026-06-01,2,5,NAT Gateway,1676,0.045,75.42,USD
2026-06-01,2,5,Monitoring / Exoprise,200,2.29,458.0,USD
2026-06-01,2,5,Mac Management,29,5.8221,168.84,USD
2026-06-01,2,6,Windows 365 License,176,71.1447,12521.46,USD
2026-06-01,2,6,Cloud PC Compute,176,18.0989,3185.41,USD
2026-06-01,2,6,Cloud PC Storage,176,6.8584,1207.08,USD
2026-06-01,2,6,NAT Gateway,5723,0.0464,265.27,USD
2026-06-01,2,6,Monitoring / Exoprise,176,2.302,405.15,USD
2026-06-01,2,6,Mac Management,13,6.1172,79.52,USD
2026-06-01,3,1,Windows 365 License,198,69.9769,13855.42,USD
2026-06-01,3,1,Cloud PC Compute,198,19.0526,3772.41,USD
2026-06-01,3,1,Cloud PC Storage,198,7.2896,1443.34,USD
2026-06-01,3,1,NAT Gateway,6794,0.0463,314.82,USD
2026-06-01,3,1,Monitoring / Exoprise,198,2.1473,425.17,USD
2026-06-01,3,1,Mac Management,31,5.7195,177.3,USD
2026-06-01,3,2,Windows 365 License,207,69.1734,14318.89,USD
2026-06-01,3,2,Cloud PC Compute,207,20.4058,4224.01,USD
2026-06-01,3,2,Cloud PC Storage,207,8.2168,1700.88,USD
2026-06-01,3,2,NAT Gateway,6084,0.0403,245.19,USD
2026-06-01,3,2,Monitoring / Exoprise,207,2.2802,471.99,USD
2026-06-01,3,2,Mac Management,19,6.2842,119.4,USD
2026-06-01,3,3,Windows 365 License,200,72.8347,14566.95,USD
2026-06-01,3,3,Cloud PC Compute,200,21.4323,4286.47,USD
2026-06-01,3,3,Cloud PC Storage,200,8.1326,1626.52,USD
2026-06-01,3,3,NAT Gateway,4493,0.0461,206.99,USD
2026-06-01,3,3,Monitoring / Exoprise,200,2.1394,427.89,USD
2026-06-01,3,3,Mac Management,20,6.0609,121.22,USD
2026-06-01,3,4,Windows 365 License,177,75.2321,13316.08,USD
2026-06-01,3,4,Cloud PC Compute,177,18.2401,3228.5,USD
2026-06-01,3,4,Cloud PC Storage,177,7.6102,1347.0,USD
2026-06-01,3,4,NAT Gateway,5805,0.0474,275.16,USD
2026-06-01,3,4,Monitoring / Exoprise,177,2.2748,402.63,USD
2026-06-01,3,4,Mac Management,25,5.8656,146.64,USD
2026-06-01,3,5,Windows 365 License,198,68.4085,13544.88,USD
2026-06-01,3,5,Cloud PC Compute,198,18.5427,3671.45,USD
2026-06-01,3,5,Cloud PC Storage,198,7.2804,1441.51,USD
2026-06-01,3,5,NAT Gateway,5964,0.0485,289.05,USD
2026-06-01,3,5,Monitoring / Exoprise,198,2.1976,435.13,USD
2026-06-01,3,5,Mac Management,25,6.0403,151.01,USD
2026-06-01,3,6,Windows 365 License,196,73.3867,14383.79,USD
2026-06-01,3,6,Cloud PC Compute,196,18.8531,3695.2,USD
2026-06-01,3,6,Cloud PC Storage,196,7.5922,1488.06,USD
2026-06-01,3,6,NAT Gateway,4846,0.0432,209.43,USD
2026-06-01,3,6,Monitoring / Exoprise,196,2.315,453.73,USD
2026-06-01,3,6,Mac Management,25,5.7518,143.79,USD
2026-06-01,4,1,Windows 365 License,174,68.6422,11943.74,USD
2026-06-01,4,1,Cloud PC Compute,174,19.3822,3372.51,USD
2026-06-01,4,1,Cloud PC Storage,174,6.8011,1183.38,USD
2026-06-01,4,1,NAT Gateway,6960,0.0454,315.87,USD
2026-06-01,4,1,Monitoring / Exoprise,174,2.241,389.94,USD
2026-06-01,4,1,Mac Management,18,5.9849,107.73,USD
2026-06-01,4,2,Windows 365 License,184,72.2881,13301.01,USD
2026-06-01,4,2,Cloud PC Compute,184,21.7801,4007.55,USD
2026-06-01,4,2,Cloud PC Storage,184,6.8236,1255.55,USD
2026-06-01,4,2,NAT Gateway,5008,0.0407,203.59,USD
2026-06-01,4,2,Monitoring / Exoprise,184,2.3033,423.8,USD
2026-06-01,4,2,Mac Management,25,5.7611,144.03,USD
2026-06-01,4,3,Windows 365 License,188,69.8791,13137.27,USD
2026-06-01,4,3,Cloud PC Compute,188,21.7052,4080.57,USD
2026-06-01,4,3,Cloud PC Storage,188,8.1295,1528.34,USD
2026-06-01,4,3,NAT Gateway,5110,0.047,240.3,USD
2026-06-01,4,3,Monitoring / Exoprise,188,2.14,402.32,USD
2026-06-01,4,3,Mac Management,25,5.9363,148.41,USD
2026-06-01,4,4,Windows 365 License,203,69.4787,14104.18,USD
2026-06-01,4,4,Cloud PC Compute,203,19.7534,4009.93,USD
2026-06-01,4,4,Cloud PC Storage,203,6.8781,1396.26,USD
2026-06-01,4,4,NAT Gateway,3042,0.0415,126.29,USD
2026-06-01,4,4,Monitoring / Exoprise,203,2.2807,462.98,USD
2026-06-01,4,4,Mac Management,19,6.2968,119.64,USD
2026-06-01,4,5,Windows 365 License,194,75.9702,14738.21,USD
2026-06-01,4,5,Cloud PC Compute,194,21.4525,4161.78,USD
2026-06-01,4,5,Cloud PC Storage,194,8.0111,1554.16,USD
2026-06-01,4,5,NAT Gateway,6821,0.0473,322.52,USD
2026-06-01,4,5,Monitoring / Exoprise,194,2.3394,453.85,USD
2026-06-01,4,5,Mac Management,11,5.7152,62.87,USD
2026-06-01,4,6,Windows 365 License,185,69.1394,12790.8,USD
2026-06-01,4,6,Cloud PC Compute,185,18.7417,3467.21,USD
2026-06-01,4,6,Cloud PC Storage,185,6.9495,1285.67,USD
2026-06-01,4,6,NAT Gateway,2865,0.0502,143.91,USD
2026-06-01,4,6,Monitoring / Exoprise,185,2.2166,410.07,USD
2026-06-01,4,6,Mac Management,25,6.289,157.23,USD
2026-06-01,5,1,Windows 365 License,167,69.8455,11664.19,USD
2026-06-01,5,1,Cloud PC Compute,167,18.2347,3045.19,USD
2026-06-01,5,1,Cloud PC Storage,167,6.7941,1134.62,USD
2026-06-01,5,1,NAT Gateway,5818,0.0432,251.3,USD
2026-06-01,5,1,Monitoring / Exoprise,167,2.2178,370.37,USD
2026-06-01,5,1,Mac Management,21,5.872,123.31,USD
2026-06-01,5,2,Windows 365 License,200,76.1543,15230.87,USD
2026-06-01,5,2,Cloud PC Compute,200,19.1309,3826.18,USD
2026-06-01,5,2,Cloud PC Storage,200,6.9745,1394.9,USD
2026-06-01,5,2,NAT Gateway,1935,0.044,85.15,USD
2026-06-01,5,2,Monitoring / Exoprise,200,2.3034,460.68,USD
2026-06-01,5,2,Mac Management,21,5.9752,125.48,USD
2026-06-01,5,3,Windows 365 License,214,68.2855,14613.1,USD
2026-06-01,5,3,Cloud PC Compute,214,19.6493,4204.94,USD
2026-06-01,5,3,Cloud PC Storage,214,7.6814,1643.83,USD
2026-06-01,5,3,NAT Gateway,1057,0.0477,50.44,USD
2026-06-01,5,3,Monitoring / Exoprise,214,2.1855,467.71,USD
2026-06-01,5,3,Mac Management,30,6.2929,188.79,USD
2026-06-01,5,4,Windows 365 License,188,73.98,13908.23,USD
2026-06-01,5,4,Cloud PC Compute,188,19.4606,3658.58,USD
2026-06-01,5,4,Cloud PC Storage,188,7.515,1412.83,USD
2026-06-01,5,4,NAT Gateway,6141,0.0422,258.9,USD
2026-06-01,5,4,Monitoring / Exoprise,188,2.1415,402.61,USD
2026-06-01,5,4,Mac Management,23,5.8621,134.83,USD
2026-06-01,5,5,Windows 365 License,198,74.1108,14673.94,USD
2026-06-01,5,5,Cloud PC Compute,198,21.5314,4263.21,USD
2026-06-01,5,5,Cloud PC Storage,198,7.5656,1497.99,USD
2026-06-01,5,5,NAT Gateway,2471,0.0503,124.2,USD
2026-06-01,5,5,Monitoring / Exoprise,198,2.2721,449.88,USD
2026-06-01,5,5,Mac Management,14,5.8732,82.23,USD
2026-06-01,5,6,Windows 365 License,186,71.6619,13329.11,USD
2026-06-01,5,6,Cloud PC Compute,186,21.1952,3942.32,USD
2026-06-01,5,6,Cloud PC Storage,186,8.0434,1496.08,USD
2026-06-01,5,6,NAT Gateway,3743,0.0451,168.98,USD
2026-06-01,5,6,Monitoring / Exoprise,186,2.2188,412.69,USD
2026-06-01,5,6,Mac Management,20,6.0082,120.16,USD
2026-06-01,6,1,Windows 365 License,197,70.788,13945.24,USD
2026-06-01,6,1,Cloud PC Compute,197,18.6489,3673.84,USD
2026-06-01,6,1,Cloud PC Storage,197,7.8467,1545.79,USD
2026-06-01,6,1,NAT Gateway,5163,0.0425,219.29,USD
2026-06-01,6,1,Monitoring / Exoprise,197,2.1674,426.98,USD
2026-06-01,6,1,Mac Management,20,5.8559,117.12,USD
2026-06-01,6,2,Windows 365 License,196,74.4313,14588.53,USD
2026-06-01,6,2,Cloud PC Compute,196,18.9734,3718.78,USD
2026-06-01,6,2,Cloud PC Storage,196,7.6897,1507.18,USD
2026-06-01,6,2,NAT Gateway,2164,0.0491,106.18,USD
2026-06-01,6,2,Monitoring / Exoprise,196,2.334,457.47,USD
2026-06-01,6,2,Mac Management,16,5.7851,92.56,USD
2026-06-01,6,3,Windows 365 License,193,69.6413,13440.78,USD
2026-06-01,6,3,Cloud PC Compute,193,18.1018,3493.64,USD
2026-06-01,6,3,Cloud PC Storage,193,7.2216,1393.77,USD
2026-06-01,6,3,NAT Gateway,4022,0.0461,185.42,USD
2026-06-01,6,3,Monitoring / Exoprise,193,2.2225,428.94,USD
2026-06-01,6,3,Mac Management,13,5.7608,74.89,USD
2026-06-01,6,4,Windows 365 License,176,75.3184,13256.05,USD
2026-06-01,6,4,Cloud PC Compute,176,19.7298,3472.45,USD
2026-06-01,6,4,Cloud PC Storage,176,7.3194,1288.21,USD
2026-06-01,6,4,NAT Gateway,2947,0.0477,140.66,USD
2026-06-01,6,4,Monitoring / Exoprise,176,2.2329,392.99,USD
2026-06-01,6,4,Mac Management,16,5.9259,94.81,USD
2026-06-01,6,5,Windows 365 License,202,71.7618,14495.88,USD
2026-06-01,6,5,Cloud PC Compute,202,20.784,4198.37,USD
2026-06-01,6,5,Cloud PC Storage,202,7.1255,1439.35,USD
2026-06-01,6,5,NAT Gateway,1379,0.0422,58.15,USD
2026-06-01,6,5,Monitoring / Exoprise,202,2.1558,435.47,USD
2026-06-01,6,5,Mac Management,15,6.2433,93.65,USD
2026-06-01,6,6,Windows 365 License,185,75.0522,13884.66,USD
2026-06-01,6,6,Cloud PC Compute,185,18.1426,3356.38,USD
2026-06-01,6,6,Cloud PC Storage,185,8.0412,1487.62,USD
2026-06-01,6,6,NAT Gateway,3129,0.0434,135.9,USD
2026-06-01,6,6,Monitoring / Exoprise,185,2.2347,413.42,USD
2026-06-01,6,6,Mac Management,21,6.049,127.03,USD
2026-06-01,7,1,Windows 365 License,193,72.9715,14083.51,USD
2026-06-01,7,1,Cloud PC Compute,193,21.6732,4182.93,USD
2026-06-01,7,1,Cloud PC Storage,193,7.5757,1462.11,USD
2026-06-01,7,1,NAT Gateway,3146,0.0439,138.11,USD
2026-06-01,7,1,Monitoring / Exoprise,193,2.1988,424.36,USD
2026-06-01,7,1,Mac Management,19,6.017,114.32,USD
2026-06-01,7,2,Windows 365 License,193,75.7063,14611.32,USD
2026-06-01,7,2,Cloud PC Compute,193,18.8056,3629.49,USD
2026-06-01,7,2,Cloud PC Storage,193,8.0587,1555.33,USD
2026-06-01,7,2,NAT Gateway,4776,0.045,215.13,USD
2026-06-01,7,2,Monitoring / Exoprise,193,2.1439,413.78,USD
2026-06-01,7,2,Mac Management,22,6.1952,136.29,USD
2026-06-01,7,3,Windows 365 License,186,72.1502,13419.94,USD
2026-06-01,7,3,Cloud PC Compute,186,19.6153,3648.44,USD
2026-06-01,7,3,Cloud PC Storage,186,7.0715,1315.3,USD
2026-06-01,7,3,NAT Gateway,3162,0.0497,157.16,USD
2026-06-01,7,3,Monitoring / Exoprise,186,2.1834,406.11,USD
2026-06-01,7,3,Mac Management,20,6.1422,122.84,USD
2026-06-01,7,4,Windows 365 License,196,72.1727,14145.84,USD
2026-06-01,7,4,Cloud PC Compute,196,21.1601,4147.38,USD
2026-06-01,7,4,Cloud PC Storage,196,7.9903,1566.11,USD
2026-06-01,7,4,NAT Gateway,1199,0.0398,47.76,USD
2026-06-01,7,4,Monitoring / Exoprise,196,2.1797,427.22,USD
2026-06-01,7,4,Mac Management,19,6.1177,116.24,USD
2026-06-01,7,5,Windows 365 License,165,70.174,11578.71,USD
2026-06-01,7,5,Cloud PC Compute,165,18.9635,3128.98,USD
2026-06-01,7,5,Cloud PC Storage,165,6.7886,1120.12,USD
2026-06-01,7,5,NAT Gateway,4808,0.0404,194.33,USD
2026-06-01,7,5,Monitoring / Exoprise,165,2.349,387.59,USD
2026-06-01,7,5,Mac Management,16,6.133,98.13,USD
2026-06-01,7,6,Windows 365 License,195,73.2191,14277.72,USD
2026-06-01,7,6,Cloud PC Compute,195,19.835,3867.83,USD
2026-06-01,7,6,Cloud PC Storage,195,7.1151,1387.44,USD
2026-06-01,7,6,NAT Gateway,1966,0.049,96.39,USD
2026-06-01,7,6,Monitoring / Exoprise,195,2.1902,427.1,USD
2026-06-01,7,6,Mac Management,23,5.878,135.19,USD
2026-06-01,8,1,Windows 365 License,198,74.5284,14756.63,USD
2026-06-01,8,1,Cloud PC Compute,198,18.4038,3643.96,USD
2026-06-01,8,1,Cloud PC Storage,198,6.8506,1356.41,USD
2026-06-01,8,1,NAT Gateway,1500,0.0414,62.07,USD
2026-06-01,8,1,Monitoring / Exoprise,198,2.2698,449.41,USD
2026-06-01,8,1,Mac Management,18,6.286,113.15,USD
2026-06-01,8,2,Windows 365 License,216,71.3075,15402.43,USD
2026-06-01,8,2,Cloud PC Compute,216,21.8608,4721.94,USD
2026-06-01,8,2,Cloud PC Storage,216,6.8146,1471.94,USD
2026-06-01,8,2,NAT Gateway,2282,0.0451,102.88,USD
2026-06-01,8,2,Monitoring / Exoprise,216,2.2374,483.28,USD
2026-06-01,8,2,Mac Management,23,5.7613,132.51,USD
2026-06-01,8,3,Windows 365 License,187,71.7309,13413.68,USD
2026-06-01,8,3,Cloud PC Compute,187,20.4254,3819.56,USD
2026-06-01,8,3,Cloud PC Storage,187,7.9188,1480.82,USD
2026-06-01,8,3,NAT Gateway,2410,0.0423,101.89,USD
2026-06-01,8,3,Monitoring / Exoprise,187,2.3519,439.8,USD
2026-06-01,8,3,Mac Management,24,5.7124,137.1,USD
2026-06-01,8,4,Windows 365 License,212,73.3593,15552.16,USD
2026-06-01,8,4,Cloud PC Compute,212,19.8341,4204.83,USD
2026-06-01,8,4,Cloud PC Storage,212,7.6194,1615.3,USD
2026-06-01,8,4,NAT Gateway,4218,0.0429,180.83,USD
2026-06-01,8,4,Monitoring / Exoprise,212,2.237,474.25,USD
2026-06-01,8,4,Mac Management,20,5.9266,118.53,USD
2026-06-01,8,5,Windows 365 License,189,75.6967,14306.67,USD
2026-06-01,8,5,Cloud PC Compute,189,18.0292,3407.51,USD
2026-06-01,8,5,Cloud PC Storage,189,7.2234,1365.23,USD
2026-06-01,8,5,NAT Gateway,1219,0.0404,49.26,USD
2026-06-01,8,5,Monitoring / Exoprise,189,2.1611,408.45,USD
2026-06-01,8,5,Mac Management,26,5.73,148.98,USD
2026-06-01,8,6,Windows 365 License,175,74.3832,13017.06,USD
2026-06-01,8,6,Cloud PC Compute,175,19.567,3424.22,USD
2026-06-01,8,6,Cloud PC Storage,175,7.435,1301.12,USD
2026-06-01,8,6,NAT Gateway,4745,0.0457,216.98,USD
2026-06-01,8,6,Monitoring / Exoprise,175,2.1772,381.01,USD
2026-06-01,8,6,Mac Management,16,6.1801,98.88,USD
2026-06-01,9,1,Windows 365 License,194,73.058,14173.25,USD
2026-06-01,9,1,Cloud PC Compute,194,20.0689,3893.36,USD
2026-06-01,9,1,Cloud PC Storage,194,7.4853,1452.15,USD
2026-06-01,9,1,NAT Gateway,3732,0.0479,178.75,USD
2026-06-01,9,1,Monitoring / Exoprise,194,2.2076,428.28,USD
2026-06-01,9,1,Mac Management,23,6.2851,144.56,USD
2026-06-01,9,2,Windows 365 License,200,69.2738,13854.77,USD
2026-06-01,9,2,Cloud PC Compute,200,19.8018,3960.36,USD
2026-06-01,9,2,Cloud PC Storage,200,8.1127,1622.54,USD
2026-06-01,9,2,NAT Gateway,4964,0.0485,240.89,USD
2026-06-01,9,2,Monitoring / Exoprise,200,2.2339,446.77,USD
2026-06-01,9,2,Mac Management,20,6.2342,124.68,USD
2026-06-01,9,3,Windows 365 License,206,67.8309,13973.16,USD
2026-06-01,9,3,Cloud PC Compute,206,19.8658,4092.35,USD
2026-06-01,9,3,Cloud PC Storage,206,7.9883,1645.6,USD
2026-06-01,9,3,NAT Gateway,5587,0.0446,249.21,USD
2026-06-01,9,3,Monitoring / Exoprise,206,2.3424,482.54,USD
2026-06-01,9,3,Mac Management,19,5.8373,110.91,USD
2026-06-01,9,4,Windows 365 License,194,74.4064,14434.83,USD
2026-06-01,9,4,Cloud PC Compute,194,19.7009,3821.97,USD
2026-06-01,9,4,Cloud PC Storage,194,6.8625,1331.32,USD
2026-06-01,9,4,NAT Gateway,6390,0.0493,315.27,USD
2026-06-01,9,4,Monitoring / Exoprise,194,2.3217,450.4,USD
2026-06-01,9,4,Mac Management,20,5.9397,118.79,USD
2026-06-01,9,5,Windows 365 License,201,67.8391,13635.66,USD
2026-06-01,9,5,Cloud PC Compute,201,20.2698,4074.23,USD
2026-06-01,9,5,Cloud PC Storage,201,7.8643,1580.72,USD
2026-06-01,9,5,NAT Gateway,1962,0.0451,88.4,USD
2026-06-01,9,5,Monitoring / Exoprise,201,2.2403,450.3,USD
2026-06-01,9,5,Mac Management,18,5.953,107.15,USD
2026-06-01,9,6,Windows 365 License,208,73.6003,15308.87,USD
2026-06-01,9,6,Cloud PC Compute,208,21.8026,4534.93,USD
2026-06-01,9,6,Cloud PC Storage,208,7.055,1467.43,USD
2026-06-01,9,6,NAT Gateway,4903,0.046,225.55,USD
2026-06-01,9,6,Monitoring / Exoprise,208,2.3179,482.13,USD
2026-06-01,9,6,Mac Management,18,5.9095,106.37,USD
2026-06-01,10,1,Windows 365 License,195,68.3971,13337.44,USD
2026-06-01,10,1,Cloud PC Compute,195,18.6121,3629.36,USD
2026-06-01,10,1,Cloud PC Storage,195,7.9675,1553.66,USD
2026-06-01,10,1,NAT Gateway,3331,0.0482,160.71,USD
2026-06-01,10,1,Monitoring / Exoprise,195,2.3036,449.2,USD
2026-06-01,10,1,Mac Management,28,6.0258,168.72,USD
2026-06-01,10,2,Windows 365 License,186,71.5091,13300.7,USD
2026-06-01,10,2,Cloud PC Compute,186,20.8342,3875.16,USD
2026-06-01,10,2,Cloud PC Storage,186,6.8339,1271.11,USD
2026-06-01,10,2,NAT Gateway,2139,0.0485,103.73,USD
2026-06-01,10,2,Monitoring / Exoprise,186,2.2616,420.66,USD
2026-06-01,10,2,Mac Management,20,5.9902,119.8,USD
2026-06-01,10,3,Windows 365 License,208,75.0861,15617.9,USD
2026-06-01,10,3,Cloud PC Compute,208,19.3388,4022.46,USD
2026-06-01,10,3,Cloud PC Storage,208,7.8445,1631.65,USD
2026-06-01,10,3,NAT Gateway,2565,0.0432,110.75,USD
2026-06-01,10,3,Monitoring / Exoprise,208,2.1606,449.4,USD
2026-06-01,10,3,Mac Management,17,6.1414,104.4,USD
2026-06-01,10,4,Windows 365 License,203,67.7072,13744.57,USD
